Property Address,Roll Number,Building Type,Sale Year,Sale Month,Sale Price,Time Adjust Sale Price
173 LANGSIDE ST,12090906000,TH-Two & 1/2 Storey,2020,5,"$310,000","$326,700"
181 LANGSIDE ST,12090902000,TS-Two Storey,2020,7,"$254,000","$264,900"
198 LANGSIDE ST,12090822000,TH-Two & 1/2 Storey,2019,4,"$180,000","$192,800"
205 LANGSIDE ST,12097806600,TS-Two Storey,2020,9,"$171,000","$176,500"
209 LANGSIDE ST,12097806605,TS-Two Storey,2020,9,"$172,500","$178,000"
251 LANGSIDE ST,12090882000,O3-One & 3/4 Storey,2020,11,"$200,000","$204,200"
255 LANGSIDE ST,12090880000,TS-Two Storey,2020,12,"$225,000","$228,600"
262 LANGSIDE ST,12090838000,TH-Two & 1/2 Storey,2019,8,"$200,000","$213,800"
263 LANGSIDE ST,12090878000,TH-Two & 1/2 Storey,2019,11,"$225,000","$240,300"
274 LANGSIDE ST,12090841000,TH-Two & 1/2 Storey,2019,8,"$150,000","$160,400"
288 LANGSIDE ST,12090844000,TS-Two Storey,2020,4,"$255,000","$270,300"
289 LANGSIDE ST,12090871000,TH-Two & 1/2 Storey,2020,7,"$395,000","$412,000"
306 LANGSIDE ST,12090848000,TH-Two & 1/2 Storey,2020,6,"$264,940","$277,900"
316 LANGSIDE ST,12090850000,TH-Two & 1/2 Storey,2020,7,"$145,000","$151,200"
67 MARYLAND ST,12090368000,TS-Two Storey,2019,9,"$197,000","$210,600"
67 MARYLAND ST,12090368000,TS-Two Storey,2020,3,"$208,000","$221,700"
71 MARYLAND ST,12090370000,TH-Two & 1/2 Storey,2020,11,"$332,000","$339,000"
77 SHERBROOK ST,12090519000,TH-Two & 1/2 Storey,2019,8,"$312,500","$334,100"
77 SHERBROOK ST,12090519000,TH-Two & 1/2 Storey,2020,12,"$336,000","$341,400"
97 SPENCE ST,12091451000,TH-Two & 1/2 Storey,2019,7,"$329,000","$352,000"
97 SPENCE ST,12091451000,TH-Two & 1/2 Storey,2020,10,"$380,000","$390,300"
122 SPENCE ST,12091352000,TH-Two & 1/2 Storey,2020,1,"$227,000","$242,200"
179 SPENCE ST,12091274000,TH-Two & 1/2 Storey,2019,4,"$209,900","$224,800"
190 SPENCE ST,12091334000,TS-Two Storey,2020,7,"$244,900","$255,400"
245 SPENCE ST,12091293000,TH-Two & 1/2 Storey,2019,7,"$312,000","$333,800"
255 SPENCE ST,12091296000,TH-Two & 1/2 Storey,2020,10,"$267,500","$274,700"
268 SPENCE ST,12091307000,TS-Two Storey,2019,4,"$235,000","$251,700"
250 YOUNG ST,12091016000,TH-Two & 1/2 Storey,2019,4,"$277,500","$297,200"
251 YOUNG ST,12091095000,TS-Two Storey,2020,12,"$211,000","$214,400"
256 YOUNG ST,12091018000,TH-Two & 1/2 Storey,2019,12,"$220,000","$234,700"
574 BALMORAL ST,13051907000,O3-One & 3/4 Storey,2021,2,"$160,000","$160,800"
574 ELLICE AVE,13050311000,TH-Two & 1/2 Storey,2020,12,"$220,000","$223,500"
399 FURBY ST,13050734000,BL-Bi-Level,2019,9,"$212,500","$227,200"
399 FURBY ST,13050734000,BL-Bi-Level,2019,11,"$250,000","$267,000"
399 FURBY ST,13050734000,BL-Bi-Level,2021,3,"$270,000","$270,000"
407 FURBY ST,13050736000,TH-Two & 1/2 Storey,2019,7,"$110,000","$117,700"
426 FURBY ST,13050517000,O3-One & 3/4 Storey,2020,6,"$137,500","$144,200"
451 FURBY ST,13050704000,TH-Two & 1/2 Storey,2019,4,"$220,000","$235,600"
522 FURBY ST,13050479000,TH-Two & 1/2 Storey,2019,10,"$240,000","$256,300"
553 FURBY ST,13050654000,TS-Two Storey,2020,11,"$172,000","$175,600"
563 FURBY ST,13050649000,O3-One & 3/4 Storey,2021,2,"$284,900","$286,300"
564 FURBY ST,13096143000,TS-Two Storey,2021,3,"$165,900","$165,900"
617 FURBY ST,13050629000,TH-Two & 1/2 Storey,2019,11,"$190,000","$202,900"
656 FURBY ST,13050432000,TS-Two Storey,2020,2,"$145,000","$154,600"
659 FURBY ST,13050613000,TS-Two Storey,2020,11,"$447,761","$457,200"
660 FURBY ST,13050430000,O3-One & 3/4 Storey,2020,12,"$143,500","$145,800"
665 FURBY ST,13050611000,O3-One & 3/4 Storey,2019,12,"$223,800","$238,800"
413 LANGSIDE ST,13050823000,TS-Two Storey,2019,3,"$249,000","$266,900"
441 LANGSIDE ST,13050833000,O3-One & 3/4 Storey,2020,9,"$163,000","$168,200"
448 LANGSIDE ST,13050852000,TS-Two Storey,2020,5,"$144,000","$151,800"
521 LANGSIDE ST,13050912000,O3-One & 3/4 Storey,2019,1,"$157,000","$168,500"
543 LANGSIDE ST,13050919000,TH-Two & 1/2 Storey,2020,9,"$260,000","$268,300"
554 LANGSIDE ST,13050959000,OH-One & 1/2 Storey,2019,9,"$142,000","$151,800"
562 LANGSIDE ST,13050957000,TH-Two & 1/2 Storey,2019,12,"$195,000","$208,100"
563 LANGSIDE ST,13050927000,OS-One Storey,2019,6,"$128,000","$137,000"
564 LANGSIDE ST 1,13050956000,TH-Two & 1/2 Storey,2019,9,"$268,000","$286,500"
566 LANGSIDE ST,13050955000,TH-Two & 1/2 Storey,2019,11,"$211,500","$225,900"
574 LANGSIDE ST,13050952000,TS-Two Storey,2020,9,"$157,000","$162,000"
576 LANGSIDE ST,13050951000,TS-Two Storey,2019,7,"$159,900","$171,100"
577 LANGSIDE ST,13050933000,TS-Two Storey,2020,2,"$160,000","$170,600"
634 LANGSIDE ST,13051092000,OS-One Storey,2020,12,"$135,500","$137,700"
652 LANGSIDE ST,13051085000,TS-Two Storey,2020,7,"$120,000","$125,200"
672 LANGSIDE ST,13051078000,TS-Two Storey,2020,12,"$222,000","$225,600"
695 LANGSIDE ST,13051044000,TH-Two & 1/2 Storey,2019,9,"$210,000","$224,500"
532 SARGENT AVE,13050939000,TH-Two & 1/2 Storey,2020,1,"$170,000","$181,400"
417 SHERBROOK ST,13050295000,O3-One & 3/4 Storey,2021,2,"$165,000","$165,800"
445 SHERBROOK ST,13050304000,O3-One & 3/4 Storey,2019,5,"$181,500","$194,400"
517 SHERBROOK ST,13050571000,OH-One & 1/2 Storey,2019,10,"$80,000","$85,400"
645 SHERBROOK ST,13050354000,TH-Two & 1/2 Storey,2020,12,"$220,000","$223,500"
693 SHERBROOK ST,13050373000,TH-Two & 1/2 Storey,2019,7,"$247,000","$264,300"
471 SPENCE ST,13051785000,O3-One & 3/4 Storey,2020,4,"$119,000","$126,100"
531 SPENCE ST,13051760000,TS-Two Storey,2020,12,"$240,000","$243,800"
576 SPENCE ST,13096059600,TS-Two Storey,2020,7,"$190,000","$198,200"
605 SPENCE ST,13051835000,TH-Two & 1/2 Storey,2020,9,"$180,000","$185,800"
376 YOUNG ST,13051147100,O3-One & 3/4 Storey,2021,3,"$209,900","$209,900"
382 YOUNG ST,13051149000,O3-One & 3/4 Storey,2021,3,"$259,900","$259,900"
386 YOUNG ST,13051151000,OS-One Storey,2021,3,"$205,000","$205,000"
388 YOUNG ST,13051153000,OS-One Storey,2021,3,"$179,900","$179,900"
438 YOUNG ST,13051245000,OS-One Storey,2019,4,"$137,500","$147,300"
445 YOUNG ST,13051330000,TH-Two & 1/2 Storey,2020,9,"$210,000","$216,700"
451 YOUNG ST,13051331000,O3-One & 3/4 Storey,2021,1,"$125,000","$126,400"
536 YOUNG ST,13051214000,O3-One & 3/4 Storey,2019,9,"$207,000","$221,300"
566 YOUNG ST,13051204000,O3-One & 3/4 Storey,2020,8,"$188,000","$195,100"
591 YOUNG ST,13051396000,O3-One & 3/4 Storey,2019,7,"$138,500","$148,200"
592 YOUNG ST,13051195000,TS-Two Storey,2020,12,"$195,000","$198,100"
714 ALEXANDER AVE,13080512000,TS-Two Storey,2019,11,"$197,900","$211,400"
723 ALEXANDER AVE,13082349000,TS-Two Storey,2019,5,"$261,000","$279,500"
773 ALEXANDER AVE,13082440000,OH-One & 1/2 Storey,2021,3,"$125,000","$125,000"
799 ALEXANDER AVE,13082460100,OS-One Storey,2021,1,"$92,500","$93,500"
885 ALEXANDER AVE,13082612000,OS-One Storey,2019,10,"$75,000","$80,100"
933 ALEXANDER AVE,13082670000,OH-One & 1/2 Storey,2020,5,"$150,000","$158,100"
950 ALEXANDER AVE,13080620100,OS-One Storey,2021,2,"$90,000","$90,500"
970 ALEXANDER AVE,13080613100,OS-One Storey,2019,8,"$153,000","$163,600"
422 BANNATYNE AVE,13061182000,TH-Two & 1/2 Storey,2020,5,"$280,000","$295,100"
430 BANNATYNE AVE,13061184000,O3-One & 3/4 Storey,2019,7,"$217,000","$232,200"
476 BANNATYNE AVE,13061269000,O3-One & 3/4 Storey,2019,8,"$165,000","$176,400"
502 BANNATYNE AVE,13061310000,TS-Two Storey,2020,12,"$110,000","$111,800"
856 BANNATYNE AVE,13061843000,TS-Two Storey,2020,11,"$167,000","$170,500"
859 BANNATYNE AVE,13061991200,TH-Two & 1/2 Storey,2019,9,"$259,900","$277,800"
861 BANNATYNE AVE,13061991100,OH-One & 1/2 Storey,2020,12,"$238,000","$241,800"
871 BANNATYNE AVE,13061997000,TH-Two & 1/2 Storey,2020,12,"$360,000","$365,800"
874 BANNATYNE AVE,13061839000,TS-Two Storey,2021,2,"$170,000","$170,900"
899 BANNATYNE AVE,13062022000,OH-One & 1/2 Storey,2019,7,"$250,000","$267,500"
256 BEACON ST,13082604000,TH-Two & 1/2 Storey,2020,2,"$127,500","$135,900"
754 ELGIN AVE,13070369000,O3-One & 3/4 Storey,2019,4,"$145,000","$155,300"
775 FURBY ST,13061462000,TS-Two Storey,2020,8,"$280,000","$290,600"
90 HARRIET ST,13061265000,OH-One & 1/2 Storey,2020,6,"$58,500","$61,400"
115 HARRIET ST,13061243000,O3-One & 3/4 Storey,2021,1,"$182,000","$184,000"
120 JUNO ST,13061382000,TS-Two Storey,2020,11,"$245,000","$250,100"
122 JUNO ST,13061391000,TH-Two & 1/2 Storey,2021,1,"$151,000","$152,700"
123 KATE ST,13061392000,TS-Two Storey,2020,3,"$142,000","$151,400"
710 LOGAN AVE,13082339000,O3-One & 3/4 Storey,2019,7,"$104,000","$111,300"
254 LULU ST,13082390000,OS-One Storey,2020,6,"$390,000","$409,100"
58 LYDIA ST,13061459000,O3-One & 3/4 Storey,2020,6,"$223,000","$233,900"
128 LYDIA ST,13061496000,TH-Two & 1/2 Storey,2020,5,"$128,000","$134,900"
433 MCDERMOT AVE,13061186000,OS-One Storey,2020,12,"$110,000","$111,800"
513 MCDERMOT AVE,13061336000,TS-Two Storey,2020,9,"$200,000","$206,400"
836 MCDERMOT AVE,13061795000,TS-Two Storey,2020,7,"$185,000","$193,000"
850 MCDERMOT AVE,13061788000,O3-One & 3/4 Storey,2020,11,"$239,000","$244,000"
860 MCDERMOT AVE,13061783000,OH-One & 1/2 Storey,2020,4,"$206,900","$219,300"
264 NORA ST,13082469000,BL-Bi-Level,2020,6,"$213,663","$224,100"
264 OWENA ST,13082342000,OH-One & 1/2 Storey,2020,1,"$150,000","$160,100"
681 PACIFIC AVE,13080442000,O3-One & 3/4 Storey,2020,8,"$138,000","$143,200"
711 PACIFIC AVE,13080450000,TS-Two Storey,2020,10,"$220,000","$225,900"
716 PACIFIC AVE,13071650400,TS-Two Storey,2019,6,"$193,000","$206,500"
716 PACIFIC AVE,13071650400,TS-Two Storey,2020,7,"$275,000","$286,800"
719 PACIFIC AVE,13080454000,TH-Two & 1/2 Storey,2020,12,"$189,000","$192,000"
750 PACIFIC AVE,13071657000,TS-Two Storey,2020,4,"$182,500","$193,500"
797 PACIFIC AVE,13080475100,TS-Two Storey,2019,9,"$238,000","$254,400"
256 REITTA ST,13082437000,O3-One & 3/4 Storey,2020,7,"$158,000","$164,800"
260 REITTA ST,13082434000,O3-One & 3/4 Storey,2020,10,"$145,000","$148,900"
723 ROSS AVE,13071627000,BL-Bi-Level,2019,10,"$215,000","$229,600"
748 ROSS AVE,13071624000,BL-Bi-Level,2020,6,"$223,000","$233,900"
779 ROSS AVE,13071688000,O3-One & 3/4 Storey,2019,7,"$147,000","$157,300"
243 TRINITY ST,13082666000,OS-One Storey,2019,9,"$99,000","$105,800"
532 WILLIAM AVE,13061383000,O3-One & 3/4 Storey,2019,2,"$110,000","$118,000"
548 WILLIAM AVE,13061388000,O3-One & 3/4 Storey,2020,5,"$222,500","$234,500"
636 WILLIAM AVE,13061548000,O3-One & 3/4 Storey,2020,5,"$95,000","$100,100"
831 WILLIAM AVE,13070445000,O3-One & 3/4 Storey,2021,3,"$97,500","$97,500"
847 WILLIAM AVE,13070452000,OH-One & 1/2 Storey,2020,2,"$165,000","$175,900"
849 WILLIAM AVE,13070453000,OS-One Storey,2019,11,"$155,000","$165,500"
912 WILLIAM AVE,13062055000,TS-Two Storey,2020,6,"$92,000","$96,500"
933 WILLIAM AVE,13070482000,TS-Two Storey,2020,5,"$208,000","$219,200"
953 WILLIAM AVE,13070491000,O3-One & 3/4 Storey,2020,8,"$235,000","$243,900"
954 WILLIAM AVE,13062045000,TS-Two Storey,2019,7,"$270,700","$289,600"
973 WILLIAM AVE,13070500000,OS-One Storey,2020,6,"$90,000","$94,400"
982 WILLIAM AVE,13062091200,TS-Two Storey,2020,5,"$330,000","$347,800"
850 WINNIPEG AVE,13060281000,TS-Two Storey,2020,12,"$300,000","$304,800"
861 WINNIPEG AVE,13061769000,OS-One Storey,2020,12,"$165,000","$167,600"
878 WINNIPEG AVE,13060269000,OH-One & 1/2 Storey,2019,10,"$155,000","$165,500"
887 WINNIPEG AVE,13061779000,OS-One Storey,2020,2,"$240,000","$255,800"
921 WINNIPEG AVE,13061867000,OH-One & 1/2 Storey,2021,1,"$139,000","$140,500"
968 WINNIPEG AVE,13060312000,OH-One & 1/2 Storey,2021,3,"$215,000","$215,000"
604 AGNES ST,13041445000,TS-Two Storey,2020,5,"$232,500","$245,100"
633 AGNES ST,13041390000,TS-Two Storey,2019,7,"$179,900","$192,500"
639 AGNES ST,13041393000,TS-Two Storey,2020,9,"$185,000","$190,900"
641 AGNES ST,13041394000,TS-Two Storey,2021,3,"$245,100","$245,100"
654 AGNES ST,13041430000,OS-One Storey,2019,7,"$129,000","$138,000"
654 AGNES ST,13041430000,OS-One Storey,2020,9,"$132,500","$136,700"
675 AGNES ST,13041402000,TH-Two & 1/2 Storey,2021,1,"$156,000","$157,700"
684 AGNES ST,13041420000,TS-Two Storey,2020,6,"$177,000","$185,700"
687 AGNES ST,13041406000,TS-Two Storey,2021,2,"$240,000","$241,200"
583 ALVERSTONE ST,13030505000,O3-One & 3/4 Storey,2019,4,"$225,000","$241,000"
593 ALVERSTONE ST,13030510000,OS-One Storey,2019,9,"$227,000","$242,700"
597 ALVERSTONE ST,13030512000,OH-One & 1/2 Storey,2019,5,"$232,500","$249,000"
612 ALVERSTONE ST,13030133000,TS-Two Storey,2019,2,"$211,000","$226,400"
613 ALVERSTONE ST,13030517000,TS-Two Storey,2020,1,"$290,000","$309,400"
619 ALVERSTONE ST,13030518000,OH-One & 1/2 Storey,2021,1,"$99,000","$100,100"
628 ALVERSTONE ST,13030141000,TS-Two Storey,2020,10,"$260,000","$267,000"
634 ALVERSTONE ST,13030144000,OS-One Storey,2020,6,"$239,900","$251,700"
667 ALVERSTONE ST,13030594000,OS-One Storey,2020,3,"$160,000","$170,600"
703 ALVERSTONE ST,13030609000,O3-One & 3/4 Storey,2020,8,"$173,500","$180,100"
784 ALVERSTONE ST,13030201000,OS-One Storey,2021,2,"$225,000","$226,100"
804 ALVERSTONE ST,13030209000,OH-One & 1/2 Storey,2020,6,"$238,000","$249,700"
805 ALVERSTONE ST,13030689000,TS-Two Storey,2021,1,"$175,000","$176,900"
834 ALVERSTONE ST,13030230000,OS-One Storey,2019,12,"$163,000","$173,900"
876 ALVERSTONE ST,13030257000,TS-Two Storey,2020,5,"$184,000","$193,900"
576 ARLINGTON ST,13030557000,OH-One & 1/2 Storey,2020,12,"$190,000","$193,000"
588 ARLINGTON ST,13030551000,O3-One & 3/4 Storey,2019,4,"$210,000","$224,900"
600 ARLINGTON ST,13030547000,OS-One Storey,2020,9,"$197,000","$203,300"
606 ARLINGTON ST,13030544000,OH-One & 1/2 Storey,2020,9,"$235,000","$242,500"
611 ARLINGTON ST,13031135000,OS-One Storey,2020,5,"$210,000","$221,300"
625 ARLINGTON ST,13031140000,OH-One & 1/2 Storey,2020,10,"$205,000","$210,500"
627 ARLINGTON ST,13031141000,TS-Two Storey,2019,12,"$490,000","$522,800"
684 ARLINGTON ST,13030659000,OS-One Storey,2019,11,"$240,100","$256,400"
685 ARLINGTON ST,13031196000,OH-One & 1/2 Storey,2020,8,"$275,000","$285,500"
717 ARLINGTON ST,13031208000,O3-One & 3/4 Storey,2019,6,"$160,000","$171,200"
719 ARLINGTON ST,13031209000,OS-One Storey,2020,2,"$195,000","$207,900"
781 ARLINGTON ST,13031406000,OS-One Storey,2020,12,"$189,900","$192,900"
800 ARLINGTON ST,13030716000,O3-One & 3/4 Storey,2019,3,"$159,000","$170,400"
875 ARLINGTON ST,13031377000,OH-One & 1/2 Storey,2021,2,"$190,000","$191,000"
672 BANNING ST,13022553000,TS-Two Storey,2019,12,"$183,000","$195,300"
682 BANNING ST,13022558000,TS-Two Storey,2020,11,"$256,500","$261,900"
693 BANNING ST,13022525000,TS-Two Storey,2020,12,"$210,000","$213,400"
694 BANNING ST,13022562000,TH-Two & 1/2 Storey,2020,9,"$295,000","$304,400"
740 BANNING ST,13022576000,TS-Two Storey,2020,10,"$215,000","$220,800"
787 BANNING ST,13022446800,OS-One Storey,2021,1,"$245,000","$247,700"
850 BANNING ST,13022479000,O3-One & 3/4 Storey,2019,10,"$191,000","$204,000"
864 BANNING ST,13022486000,TS-Two Storey,2020,2,"$190,132","$202,700"
923 BANNING ST,13022358000,O3-One & 3/4 Storey,2019,12,"$165,000","$176,100"
951 BANNING ST,13022347000,TS-Two Storey,2021,3,"$220,000","$220,000"
970 BANNING ST,13022407000,TH-Two & 1/2 Storey,2020,6,"$160,000","$167,800"
972 BANNING ST,13022408000,OH-One & 1/2 Storey,2019,3,"$241,000","$258,400"
973 BANNING ST,13022338000,TS-Two Storey,2019,6,"$192,500","$206,000"
973 BANNING ST,13022338000,TS-Two Storey,2020,8,"$255,000","$264,700"
1006 BANNING ST,13022421000,BL-Bi-Level,2020,11,"$357,907","$365,400"
468 BEVERLEY ST,13031878000,O3-One & 3/4 Storey,2020,5,"$200,000","$210,800"
468 BEVERLEY ST,13031878000,O3-One & 3/4 Storey,2021,2,"$215,000","$216,100"
496 BEVERLEY ST,13031887000,TS-Two Storey,2019,4,"$222,000","$237,800"
496 BEVERLEY ST,13031887000,TS-Two Storey,2020,10,"$227,000","$233,100"
511 BEVERLEY ST,13031956000,TH-Two & 1/2 Storey,2019,9,"$157,000","$167,800"
521 BEVERLEY ST,13031952000,OH-One & 1/2 Storey,2019,8,"$199,900","$213,700"
550 BEVERLEY ST,13031918000,TS-Two Storey,2019,11,"$160,000","$170,900"
557 BEVERLEY ST,13031940000,OH-One & 1/2 Storey,2020,1,"$184,900","$197,300"
559 BEVERLEY ST,13031939000,OH-One & 1/2 Storey,2019,8,"$165,000","$176,400"
564 BEVERLEY ST,13031925000,OS-One Storey,2021,3,"$107,000","$107,000"
626 BEVERLEY ST,13031711000,TS-Two Storey,2020,6,"$125,000","$131,100"
627 BEVERLEY ST,13031760000,OS-One Storey,2020,9,"$132,000","$136,200"
689 BEVERLEY ST,13031739000,OH-One & 1/2 Storey,2020,9,"$151,750","$156,600"
728 BEVERLEY ST,13031544000,TS-Two Storey,2019,6,"$205,000","$219,400"
788 BEVERLEY ST,13031567000,O3-One & 3/4 Storey,2020,4,"$190,000","$201,400"
628 BURNELL ST,13030138000,OH-One & 1/2 Storey,2021,2,"$195,000","$196,000"
808 BURNELL ST,13030212000,OS-One Storey,2020,11,"$115,000","$117,400"
816 BURNELL ST,13030217000,OS-One Storey,2019,6,"$135,000","$144,500"
828 BURNELL ST,13030228200,TS-Two Storey,2019,1,"$265,000","$284,300"
858 BURNELL ST,13030250000,TS-Two Storey,2021,3,"$355,000","$355,000"
860 BURNELL ST,13030251000,OH-One & 1/2 Storey,2019,4,"$125,000","$133,900"
886 BURNELL ST,13030270000,OS-One Storey,2020,12,"$85,000","$86,400"
900 BURNELL ST,13030276100,OS-One Storey,2020,9,"$161,000","$166,200"
575 HOME ST,13031054000,TS-Two Storey,2019,9,"$247,500","$264,600"
577 HOME ST,13031055000,TS-Two Storey,2020,11,"$222,500","$227,200"
580 HOME ST,13031178000,OS-One Storey,2019,6,"$215,000","$230,100"
586 HOME ST,13031175000,O3-One & 3/4 Storey,2020,11,"$183,000","$186,800"
592 HOME ST,13031172000,TS-Two Storey,2019,7,"$182,000","$194,700"
596 HOME ST,13031170000,TH-Two & 1/2 Storey,2020,3,"$235,000","$250,500"
626 HOME ST,13031162000,OS-One Storey,2019,1,"$176,000","$188,800"
649 HOME ST,13031084000,TH-Two & 1/2 Storey,2019,8,"$242,000","$258,700"
653 HOME ST,13031086000,O3-One & 3/4 Storey,2019,1,"$159,000","$170,600"
659 HOME ST,13031089000,BL-Bi-Level,2019,10,"$205,000","$218,900"
686 HOME ST,13031261000,TH-Two & 1/2 Storey,2020,9,"$212,000","$218,800"
697 HOME ST,13031290000,TH-Two & 1/2 Storey,2021,1,"$253,000","$255,800"
750 HOME ST,13031240000,O3-One & 3/4 Storey,2020,2,"$180,000","$191,900"
815 HOME ST,13031355000,TS-Two Storey,2020,1,"$239,900","$256,000"
823 HOME ST,13031351000,OS-One Storey,2019,2,"$110,000","$118,000"
824 HOME ST,13031421000,OH-One & 1/2 Storey,2020,2,"$150,000","$159,900"
830 HOME ST,13031424000,TS-Two Storey,2020,11,"$200,000","$204,200"
836 HOME ST,13031427000,OS-One Storey,2020,12,"$198,000","$201,200"
842 HOME ST,13031430000,OS-One Storey,2020,12,"$155,000","$157,500"
898 HOME ST,13031449000,TS-Two Storey,2020,8,"$181,500","$188,400"
831 INGERSOLL ST,13021345000,OH-One & 1/2 Storey,2019,10,"$200,777","$214,400"
839 INGERSOLL ST,13021349000,OS-One Storey,2020,7,"$172,500","$179,900"
867 INGERSOLL ST,13021361000,OS-One Storey,2020,12,"$275,000","$279,400"
917 INGERSOLL ST,13021407000,OS-One Storey,2020,4,"$239,000","$253,300"
943 INGERSOLL ST,13021417000,OH-One & 1/2 Storey,2020,1,"$137,000","$146,200"
943 INGERSOLL ST,13021417000,OH-One & 1/2 Storey,2021,3,"$235,000","$235,000"
945 INGERSOLL ST,13021418000,O3-One & 3/4 Storey,2020,1,"$157,000","$167,500"
1033 INGERSOLL ST,13021542000,O3-One & 3/4 Storey,2021,1,"$160,000","$161,800"
1075 INGERSOLL ST,13021513000,OS-One Storey,2020,7,"$206,000","$214,900"
1101 INGERSOLL ST,13021494000,OH-One & 1/2 Storey,2020,11,"$262,100","$267,600"
1103 INGERSOLL ST,13021493000,OS-One Storey,2019,8,"$224,900","$240,400"
561 LIPTON ST,13021876000,OS-One Storey,2020,3,"$160,000","$170,600"
574 LIPTON ST,13021832000,OS-One Storey,2020,8,"$207,000","$214,900"
577 LIPTON ST,13021883000,O3-One & 3/4 Storey,2021,2,"$271,577","$272,900"
587 LIPTON ST,13021888000,OS-One Storey,2020,7,"$235,000","$245,100"
608 LIPTON ST,13021848000,OH-One & 1/2 Storey,2021,2,"$222,000","$223,100"
613 LIPTON ST,13021898000,O3-One & 3/4 Storey,2019,6,"$193,500","$207,000"
613 LIPTON ST,13021898000,O3-One & 3/4 Storey,2020,7,"$211,000","$220,100"
629 LIPTON ST,13099071930,TS-Two Storey,2020,8,"$191,000","$198,300"
653 LIPTON ST,13021908000,O3-One & 3/4 Storey,2020,7,"$265,000","$276,400"
655 LIPTON ST,13021909000,O3-One & 3/4 Storey,2020,7,"$254,900","$265,900"
