Condominium Number,Property Address,Roll Number,Sale Year,Sale Month,Sale Price,Time Adjust Sale Price
890,106 - 700 ALLEGHENY DR,3092984085,2020,9,"$244,000","$244,000"
890,107 - 700 ALLEGHENY DR,3092984090,2020,8,"$250,000","$250,000"
890,108 - 700 ALLEGHENY DR,3092984095,2019,9,"$257,000","$257,000"
890,108 - 700 ALLEGHENY DR,3092984095,2020,3,"$261,000","$261,000"
890,201 - 700 ALLEGHENY DR,3092984110,2019,6,"$285,000","$285,000"
890,203 - 700 ALLEGHENY DR,3092984120,2019,4,"$265,000","$265,000"
890,209 - 700 ALLEGHENY DR,3092984150,2020,9,"$272,000","$272,000"
890,401 - 700 ALLEGHENY DR,3092984210,2019,4,"$285,000","$285,000"
890,408 - 700 ALLEGHENY DR,3092984245,2019,10,"$265,000","$265,000"
890,410 - 700 ALLEGHENY DR,3092984255,2019,2,"$260,000","$260,000"
633,3 - 854 ALVERSTONE ST,13096171800,2019,11,"$130,000","$130,000"
633,8 - 854 ALVERSTONE ST,13096172300,2020,8,"$153,000","$153,000"
782,1 - 250 AMBER TRAIL,5009413100,2019,12,"$340,000","$346,500"
782,12 - 250 AMBER TRAIL,5009414200,2020,12,"$363,000","$364,500"
782,20 - 250 AMBER TRAIL,5009415000,2020,3,"$345,000","$350,200"
782,24 - 250 AMBER TRAIL,5009415400,2020,10,"$348,000","$350,100"
782,5 - 250 AMBER TRAIL,5009413500,2020,3,"$340,000","$345,100"
897,1001 - 280 AMBER TRAIL,5009424075,2020,10,"$261,250","$262,800"
897,1005 - 280 AMBER TRAIL,5009424095,2020,4,"$256,650","$260,200"
897,1101 - 280 AMBER TRAIL,5009424120,2020,3,"$243,000","$246,600"
897,1102 - 280 AMBER TRAIL,5009424115,2020,8,"$235,000","$237,100"
897,1109 - 280 AMBER TRAIL,5009424130,2019,11,"$237,000","$241,700"
897,201 - 280 AMBER TRAIL,5009423705,2019,9,"$257,900","$263,600"
897,202 - 280 AMBER TRAIL,5009423700,2020,1,"$240,000","$244,100"
897,203 - 280 AMBER TRAIL,5009423695,2020,10,"$230,000","$231,400"
897,204 - 280 AMBER TRAIL,5009423690,2019,11,"$244,000","$248,900"
897,305 - 280 AMBER TRAIL,5009423730,2021,1,"$238,000","$238,700"
897,405 - 280 AMBER TRAIL,5009423740,2020,7,"$258,000","$260,600"
897,408 - 280 AMBER TRAIL,5009423775,2020,4,"$223,000","$226,100"
897,501 - 280 AMBER TRAIL,5009423820,2021,1,"$272,500","$273,300"
897,510 - 280 AMBER TRAIL,5009423845,2021,3,"$260,000","$260,000"
897,513 - 280 AMBER TRAIL,5009423830,2020,2,"$252,500","$256,500"
897,601 - 280 AMBER TRAIL,5009423890,2021,1,"$255,000","$255,800"
897,608 - 280 AMBER TRAIL,5009423925,2020,10,"$283,000","$284,700"
897,612 - 280 AMBER TRAIL,5009423905,2019,5,"$270,000","$277,300"
897,803 - 280 AMBER TRAIL,5009423985,2020,7,"$244,900","$247,300"
897,804 - 280 AMBER TRAIL,5009423980,2020,11,"$265,000","$266,300"
897,806 - 280 AMBER TRAIL,5009424010,2020,10,"$242,000","$243,500"
647,304 - 25 AMY ST,13099068220,2020,6,"$275,000","$275,000"
647,309 - 25 AMY ST,13099068245,2020,10,"$280,000","$280,000"
647,401 - 25 AMY ST,13099068250,2019,2,"$285,000","$285,000"
647,402 - 25 AMY ST,13099068255,2019,1,"$297,000","$297,000"
647,404 - 25 AMY ST,13099068265,2019,4,"$280,000","$280,000"
802,101 - 20 ANCASTER GATE,3091716400,2019,10,"$332,000","$339,000"
802,102 - 20 ANCASTER GATE,3091716500,2020,9,"$309,900","$312,100"
802,103 - 20 ANCASTER GATE,3091716600,2019,8,"$307,000","$314,400"
802,106 - 20 ANCASTER GATE,3091716900,2020,11,"$313,000","$314,600"
802,109 - 20 ANCASTER GATE,3091717200,2019,3,"$251,500","$259,000"
802,116 - 20 ANCASTER GATE,3091717900,2020,6,"$312,500","$315,900"
802,117 - 20 ANCASTER GATE,3091718000,2019,8,"$310,000","$317,400"
802,206 - 20 ANCASTER GATE,3091718800,2021,3,"$341,000","$341,000"
42,339 ANTRIM RD,4005176400,2019,9,"$175,000","$178,900"
42,339 ANTRIM RD,4005176700,2019,12,"$147,000","$149,800"
42,339 ANTRIM RD,4005177000,2020,8,"$170,000","$171,500"
42,339 ANTRIM RD,4005176200,2020,9,"$168,000","$169,200"
42,339 ANTRIM RD,4005176500,2020,11,"$155,000","$155,800"
107,24 - 5 APPLE LANE,7438110400,2019,6,"$125,000","$125,000"
107,C - 11 APPLE LANE,7438120500,2020,9,"$216,500","$218,000"
107,C - 19 APPLE LANE,7438119600,2020,12,"$210,000","$210,800"
107,C - 21 APPLE LANE,7438119200,2021,3,"$221,000","$221,000"
107,B - 23 APPLE LANE,7438118700,2020,4,"$180,000","$182,500"
107,B - 25 APPLE LANE,7438121700,2019,3,"$171,000","$176,100"
107,A - 29 APPLE LANE,7438122100,2020,8,"$206,000","$207,900"
107,B - 29 APPLE LANE,7438122200,2020,1,"$190,000","$193,200"
107,B - 53 APPLE LANE,7438112800,2019,8,"$200,000","$204,800"
107,D - 55 APPLE LANE,7438113400,2019,6,"$205,000","$210,300"
107,B - 61 APPLE LANE,7438123000,2019,11,"$160,000","$163,200"
107,C - 61 APPLE LANE,7438123100,2020,3,"$195,000","$197,900"
107,A - 63 APPLE LANE,7438123300,2020,1,"$201,500","$204,900"
107,A - 65 APPLE LANE,7438118200,2019,10,"$197,000","$201,100"
107,E - 67 APPLE LANE,7438118100,2020,12,"$205,000","$205,800"
107,B - 69 APPLE LANE,7438117400,2019,6,"$219,000","$224,700"
107,C - 71 APPLE LANE,7438117100,2021,3,"$215,000","$215,000"
107,B - 73 APPLE LANE,7438116600,2019,1,"$202,000","$208,500"
107,C - 77 APPLE LANE,7438115900,2019,3,"$209,000","$215,300"
107,11 - 85 APPLE LANE,7438113900,2019,9,"$129,000","$129,000"
107,12 - 85 APPLE LANE,7438114000,2020,10,"$128,500","$128,500"
107,15 - 85 APPLE LANE,7438114300,2021,1,"$141,500","$141,500"
107,31 - 85 APPLE LANE,7438115100,2019,6,"$129,000","$129,000"
473,2 ARBUTHNOT ST,12097539800,2020,5,"$380,000","$384,600"
772,3 - 944 ARCHIBALD ST,6093367200,2019,1,"$125,000","$129,000"
285,203 - 9 ARDEN AVE,8004225200,2020,2,"$130,000","$130,000"
285,204 - 9 ARDEN AVE,8004225900,2019,12,"$146,000","$146,000"
285,205 - 9 ARDEN AVE,8004225300,2019,3,"$133,000","$133,000"
285,205 - 9 ARDEN AVE,8004225300,2020,12,"$137,000","$137,000"
285,206 - 9 ARDEN AVE,8004225800,2019,2,"$148,000","$148,000"
285,208 - 9 ARDEN AVE,8004225700,2019,10,"$128,000","$128,000"
285,408 - 9 ARDEN AVE,8004227700,2019,12,"$146,000","$146,000"
285,502 - 9 ARDEN AVE,8004229000,2020,8,"$193,500","$193,500"
39,104 - 34 ARDEN AVE,8004015700,2021,3,"$151,900","$151,900"
39,106 - 34 ARDEN AVE,8004015500,2020,10,"$104,900","$104,900"
39,204 - 34 ARDEN AVE,8004016300,2020,5,"$119,000","$119,000"
39,205 - 34 ARDEN AVE,8004016200,2020,1,"$110,000","$110,000"
739,9 - 364 ASHLAND AVE,12097759800,2019,3,"$155,000","$155,000"
449,3 - 186 AUBERT ST,6092945200,2019,6,"$232,000","$238,000"
170,443 AUGIER AVE,7206430700,2020,7,"$222,500","$224,700"
398,30 - 55 BAIRDMORE BLVD,3067701600,2019,12,"$377,000","$384,200"
398,33 - 55 BAIRDMORE BLVD,3067701300,2019,9,"$431,000","$440,500"
398,5 - 55 BAIRDMORE BLVD,3067701100,2019,2,"$340,000","$350,500"
398,8 - 55 BAIRDMORE BLVD,3067700200,2020,12,"$371,500","$373,000"
180,1107 - 1044 BAIRDMORE BLVD,3060126400,2019,8,"$168,000","$168,000"
180,1203 - 1044 BAIRDMORE BLVD,3060127400,2020,8,"$142,500","$142,500"
180,1206 - 1044 BAIRDMORE BLVD,3060128200,2020,10,"$151,000","$151,000"
180,1206 - 1044 BAIRDMORE BLVD,3060128200,2021,3,"$167,000","$167,000"
180,1305 - 1044 BAIRDMORE BLVD,3060128700,2020,9,"$143,000","$143,000"
180,1306 - 1044 BAIRDMORE BLVD,3060129400,2019,6,"$162,500","$162,500"
180,1309 - 1044 BAIRDMORE BLVD,3060128900,2020,9,"$135,000","$135,000"
180,2103 - 1048 BAIRDMORE BLVD,3060129800,2020,9,"$163,000","$163,000"
180,2208 - 1048 BAIRDMORE BLVD,3060131600,2020,3,"$157,000","$157,000"
867,1 - 370 BALFOUR AVE,12097803830,2019,1,"$174,000","$174,000"
867,4 - 370 BALFOUR AVE,12097803840,2021,2,"$159,000","$159,000"
271,211 - 167 BANNATYNE AVE,13062831100,2020,10,"$286,000","$286,000"
271,305 - 167 BANNATYNE AVE,13062834500,2019,7,"$350,000","$350,000"
271,404 - 167 BANNATYNE AVE,13062836400,2019,10,"$315,000","$315,000"
271,418 - 167 BANNATYNE AVE,13062835800,2020,6,"$330,000","$330,000"
271,508 - 167 BANNATYNE AVE,13062836800,2019,5,"$374,900","$374,900"
271,512 - 167 BANNATYNE AVE,13062837200,2021,3,"$289,500","$289,500"
271,518 - 167 BANNATYNE AVE,13062837800,2019,7,"$282,500","$282,500"
271,603 - 167 BANNATYNE AVE,13062840300,2020,1,"$323,000","$323,000"
271,609 - 167 BANNATYNE AVE,13062838900,2020,6,"$450,000","$450,000"
271,616 - 167 BANNATYNE AVE,13062839600,2020,3,"$285,000","$285,000"
435,102 - 181 BANNATYNE AVE,13099067800,2019,9,"$365,000","$365,000"
435,204 - 181 BANNATYNE AVE,13096061900,2019,2,"$360,000","$360,000"
435,301 - 181 BANNATYNE AVE,13096062400,2019,8,"$450,000","$450,000"
435,603 - 181 BANNATYNE AVE,13096063400,2019,12,"$485,000","$485,000"
435,604 - 181 BANNATYNE AVE,13096063500,2019,8,"$397,500","$397,500"
463,301 - 283 BANNATYNE AVE,13096089200,2019,1,"$310,000","$310,000"
463,502 - 283 BANNATYNE AVE,13096050400,2020,8,"$285,000","$285,000"
463,602 - 283 BANNATYNE AVE,13096050000,2020,8,"$300,000","$300,000"
827,1 - 64 BARNES ST,3092977030,2019,4,"$353,000","$363,200"
827,4 - 64 BARNES ST,3092977045,2019,6,"$324,000","$332,400"
827,1 - 66 BARNES ST,3092977060,2020,6,"$350,000","$353,900"
827,4 - 66 BARNES ST,3092977075,2019,11,"$323,000","$329,500"
982,203 - 70 BARNES ST,3092984345,2020,8,"$210,500","$210,500"
982,304 - 70 BARNES ST,3092984470,2020,9,"$237,500","$237,500"
982,308 - 70 BARNES ST,3092984460,2020,1,"$305,000","$305,000"
982,606 - 70 BARNES ST,3092984675,2019,6,"$270,000","$270,000"
982,710 - 70 BARNES ST,3092984735,2020,11,"$312,000","$312,000"
982,714 - 70 BARNES ST,3092984725,2020,6,"$315,000","$315,000"
982,114 - 80 BARNES ST,3092989785,2019,8,"$208,000","$208,000"
982,208 - 80 BARNES ST,3092989835,2020,9,"$267,000","$267,000"
982,212 - 80 BARNES ST,3092989855,2020,8,"$208,000","$208,000"
982,304 - 80 BARNES ST,3092989895,2020,5,"$207,500","$207,500"
982,401 - 80 BARNES ST,3092989960,2019,9,"$305,000","$305,000"
982,406 - 80 BARNES ST,3092989985,2020,6,"$220,000","$220,000"
982,710 - 80 BARNES ST,3092990240,2020,10,"$232,000","$232,000"
982,715 - 80 BARNES ST,3092990265,2019,8,"$309,000","$309,000"
827,4 - 84 BARNES ST,3092977105,2021,3,"$328,000","$328,000"
827,3 - 86 BARNES ST,3092976950,2019,11,"$321,500","$327,900"
827,5 - 92 BARNES ST,3092977165,2019,3,"$295,000","$303,900"
827,6 - 92 BARNES ST,3092977160,2019,12,"$344,600","$351,100"
827,4 - 94 BARNES ST,3092976990,2019,3,"$310,000","$319,300"
827,4 - 96 BARNES ST,3092977140,2021,1,"$387,000","$388,200"
827,1 - 98 BARNES ST,3092976975,2019,8,"$388,800","$398,100"
827,4 - 102 BARNES ST,3092977275,2020,11,"$298,000","$299,500"
827,1 - 108 BARNES ST,3092977235,2019,11,"$343,000","$349,900"
827,1 - 108 BARNES ST,3092977235,2020,12,"$395,000","$396,600"
827,4 - 108 BARNES ST,3092977220,2019,5,"$320,000","$328,600"
827,5 - 108 BARNES ST,3092977215,2020,1,"$315,000","$320,400"
827,5 - 110 BARNES ST,3092977330,2020,6,"$304,600","$308,000"
261,11 - 55 BAYRIDGE AVE,3043746100,2021,3,"$152,500","$152,500"
261,4 - 55 BAYRIDGE AVE,3043745400,2019,11,"$169,000","$169,000"
32,104 - 454 BELIVEAU RD E,8081219070,2020,11,"$165,000","$165,000"
32,106 - 454 BELIVEAU RD E,8081219085,2019,1,"$165,000","$165,000"
32,111 - 454 BELIVEAU RD E,8081219105,2019,4,"$187,500","$187,500"
32,120 - 454 BELIVEAU RD E,8081219150,2020,11,"$165,000","$165,000"
32,123 - 454 BELIVEAU RD E,8081219160,2019,4,"$168,500","$168,500"
32,124 - 454 BELIVEAU RD E,8081219155,2020,11,"$186,500","$186,500"
32,201 - 474 BELIVEAU RD E,8081219175,2019,5,"$197,500","$197,500"
32,203 - 474 BELIVEAU RD E,8081219185,2020,10,"$195,000","$195,000"
32,204 - 474 BELIVEAU RD E,8081219190,2020,12,"$149,900","$149,900"
32,208 - 474 BELIVEAU RD E,8081219195,2020,7,"$195,000","$195,000"
32,210 - 474 BELIVEAU RD E,8081219220,2020,7,"$181,000","$181,000"
32,211 - 474 BELIVEAU RD E,8081219225,2019,8,"$190,000","$190,000"
32,217 - 474 BELIVEAU RD E,8081219255,2019,6,"$188,000","$188,000"
32,219 - 474 BELIVEAU RD E,8081219265,2019,8,"$192,000","$192,000"
32,305 - 494 BELIVEAU RD E,8081219330,2019,4,"$195,000","$195,000"
32,315 - 494 BELIVEAU RD E,8081219360,2020,10,"$166,500","$166,500"
32,324 - 494 BELIVEAU RD E,8081219395,2019,5,"$200,000","$200,000"
69,C - 167 BELIVEAU RD,8004198000,2019,7,"$195,000","$199,900"
69,E - 179 BELIVEAU RD,8004193000,2020,2,"$257,000","$261,100"
727,106 - 180 BELIVEAU RD,8021256000,2021,2,"$158,000","$158,000"
727,109 - 180 BELIVEAU RD,8021255700,2020,7,"$155,000","$155,000"
727,205 - 180 BELIVEAU RD,8021256400,2020,9,"$154,900","$154,900"
727,206 - 180 BELIVEAU RD,8021256900,2020,6,"$155,000","$155,000"
727,208 - 180 BELIVEAU RD,8021256800,2019,11,"$148,000","$148,000"
727,303 - 180 BELIVEAU RD,8021257300,2020,8,"$176,000","$176,000"
727,305 - 180 BELIVEAU RD,8021257400,2019,4,"$179,000","$179,000"
727,401 - 180 BELIVEAU RD,8021258200,2021,3,"$180,000","$180,000"
727,505 - 180 BELIVEAU RD,8021259400,2020,8,"$157,500","$157,500"
727,508 - 180 BELIVEAU RD,8021259800,2021,2,"$160,000","$160,000"
727,805 - 180 BELIVEAU RD,8021262400,2019,12,"$157,500","$157,500"
69,B - 181 BELIVEAU RD,8004193200,2021,3,"$206,000","$206,000"
69,D - 185 BELIVEAU RD,8004194200,2019,9,"$210,000","$214,600"
69,D - 185 BELIVEAU RD,8004194200,2019,11,"$269,900","$275,300"
69,B - 189 BELIVEAU RD,8004194400,2019,4,"$189,000","$194,500"
525,1 - 517 BERESFORD AVE,12097632700,2019,9,"$113,000","$113,000"
10,254 BERTRAND ST,6070047500,2020,8,"$217,000","$219,000"
1034,1 - 285 BEVERLEY ST,13099071875,2020,10,"$185,000","$186,100"
1034,2 - 285 BEVERLEY ST,13099071880,2019,2,"$244,400","$252,000"
1034,3 - 285 BEVERLEY ST,13099071885,2019,7,"$237,000","$242,900"
1034,4 - 285 BEVERLEY ST,13099071890,2019,10,"$212,544","$217,000"
404,16 - 700 BLANTYRE AVE,2061483500,2019,10,"$158,000","$161,300"
404,17 - 710 BLANTYRE AVE,2061483900,2020,4,"$155,500","$157,700"
404,18 - 710 BLANTYRE AVE,2061484700,2020,8,"$143,500","$144,800"
404,32 - 710 BLANTYRE AVE,2061485100,2020,9,"$155,000","$156,100"
404,36 - 720 BLANTYRE AVE,2061486400,2020,1,"$158,000","$160,700"
404,42 - 720 BLANTYRE AVE,2061487000,2019,7,"$156,000","$159,900"
404,45 - 720 BLANTYRE AVE,2061486000,2020,12,"$144,900","$145,500"
616,202 - 111 BOND ST,9010376600,2020,12,"$199,000","$199,000"
616,306 - 111 BOND ST,9010377400,2019,7,"$234,900","$234,900"
969,101 - 230 BONNER AVE,4007257260,2019,7,"$290,601","$290,600"
969,213 - 230 BONNER AVE,4007257410,2019,10,"$319,767","$319,800"
969,215 - 230 BONNER AVE,4007257420,2019,9,"$330,000","$330,000"
969,301 - 230 BONNER AVE,4007257440,2019,3,"$323,643","$323,600"
969,304 - 230 BONNER AVE,4007257455,2020,8,"$335,900","$335,900"
969,309 - 230 BONNER AVE,4007257480,2021,1,"$229,900","$229,900"
969,407 - 230 BONNER AVE,4007257560,2020,5,"$290,000","$290,000"
969,408 - 230 BONNER AVE,4007257565,2020,7,"$348,000","$348,000"
969,415 - 230 BONNER AVE,4007257600,2020,7,"$320,000","$320,000"
805,111 - 25 BRIDGELAND DR N,3091735700,2020,7,"$242,000","$242,000"
805,121 - 25 BRIDGELAND DR N,3092978295,2020,10,"$260,000","$260,000"
805,136 - 25 BRIDGELAND DR N,3092992550,2019,10,"$247,000","$247,000"
805,139 - 25 BRIDGELAND DR N,3092992510,2020,9,"$232,500","$232,500"
805,145 - 25 BRIDGELAND DR N,3092992525,2019,10,"$295,500","$295,500"
805,204 - 25 BRIDGELAND DR N,3091737200,2020,9,"$232,500","$232,500"
805,213 - 25 BRIDGELAND DR N,3092978340,2020,4,"$227,500","$227,500"
805,214 - 25 BRIDGELAND DR N,3092978400,2019,9,"$246,000","$246,000"
805,229 - 25 BRIDGELAND DR N,3092978380,2020,5,"$195,000","$195,000"
805,230 - 25 BRIDGELAND DR N,3092992640,2020,8,"$252,000","$252,000"
805,244 - 25 BRIDGELAND DR N,3092992605,2020,12,"$290,000","$290,000"
805,309 - 25 BRIDGELAND DR N,3091737800,2019,7,"$267,000","$267,000"
805,310 - 25 BRIDGELAND DR N,3091738100,2020,6,"$226,000","$226,000"
805,316 - 25 BRIDGELAND DR N,3092978460,2020,9,"$240,000","$240,000"
805,335 - 25 BRIDGELAND DR N,3092992655,2020,8,"$292,000","$292,000"
805,342 - 25 BRIDGELAND DR N,3092992690,2019,7,"$261,500","$261,500"
805,412 - 25 BRIDGELAND DR N,3091739200,2021,2,"$252,000","$252,000"
805,413 - 25 BRIDGELAND DR N,3092978470,2019,7,"$225,000","$225,000"
805,414 - 25 BRIDGELAND DR N,3092978530,2020,12,"$241,000","$241,000"
805,418 - 25 BRIDGELAND DR N,3092978520,2019,7,"$262,000","$262,000"
805,419 - 25 BRIDGELAND DR N,3092978485,2021,3,"$228,000","$228,000"
805,429 - 25 BRIDGELAND DR N,3092978510,2020,6,"$192,000","$192,000"
805,440 - 25 BRIDGELAND DR N,3092992775,2019,3,"$250,000","$250,000"
805,443 - 25 BRIDGELAND DR N,3092992755,2021,2,"$295,000","$295,000"
662,105 - 15 BRIDGELAND DR S,3091545600,2019,12,"$320,000","$326,100"
662,201 - 15 BRIDGELAND DR S,3091551300,2020,4,"$333,333","$338,000"
662,207 - 15 BRIDGELAND DR S,3091550700,2019,7,"$296,500","$303,900"
662,303 - 15 BRIDGELAND DR S,3091551600,2019,7,"$295,500","$302,900"
662,407 - 15 BRIDGELAND DR S,3091549900,2020,7,"$275,000","$277,800"
662,601 - 15 BRIDGELAND DR S,3091552000,2020,7,"$330,000","$333,300"
662,602 - 15 BRIDGELAND DR S,3091552100,2020,6,"$312,000","$315,400"
662,701 - 15 BRIDGELAND DR S,3091549100,2019,7,"$320,000","$328,000"
662,704 - 15 BRIDGELAND DR S,3091548800,2020,8,"$273,000","$275,500"
662,901 - 15 BRIDGELAND DR S,3091548500,2019,11,"$296,000","$301,900"
662,909 - 15 BRIDGELAND DR S,3091547700,2021,3,"$290,000","$290,000"
662,910 - 15 BRIDGELAND DR S,3091547600,2019,6,"$292,000","$299,600"
662,911 - 15 BRIDGELAND DR S,3091547500,2020,9,"$276,000","$277,900"
662,918 - 15 BRIDGELAND DR S,3091546800,2019,5,"$320,000","$328,600"
906,112 - 235 BRIDGELAND DR S,3092988885,2021,3,"$208,000","$208,000"
906,228 - 235 BRIDGELAND DR S,3092988920,2021,3,"$214,000","$214,000"
906,238 - 235 BRIDGELAND DR S,3092989005,2020,7,"$235,000","$235,000"
906,307 - 235 BRIDGELAND DR S,3092989190,2020,8,"$235,000","$235,000"
906,326 - 235 BRIDGELAND DR S,3092989075,2021,1,"$221,000","$221,000"
906,337 - 235 BRIDGELAND DR S,3092989205,2021,1,"$213,500","$213,500"
1,1 - 1024 BUCHANAN BLVD,7213502800,2019,8,"$174,900","$179,100"
1,2 - 1056 BUCHANAN BLVD,7213498600,2019,6,"$168,000","$172,400"
1,3 - 1056 BUCHANAN BLVD,7213498700,2020,2,"$175,000","$177,800"
1,5 - 1056 BUCHANAN BLVD,7213498900,2021,1,"$178,000","$178,500"
276,303 - 1 BURLAND AVE,8005932100,2020,1,"$145,000","$145,000"
276,304 - 1 BURLAND AVE,8005931900,2019,7,"$160,000","$160,000"
276,101 - 3 BURLAND AVE,8005929800,2019,8,"$169,900","$169,900"
276,102 - 5 BURLAND AVE,8005932700,2020,8,"$153,000","$153,000"
276,303 - 5 BURLAND AVE,8005934200,2019,2,"$175,500","$175,500"
276,304 - 9 BURLAND AVE,8005936800,2020,1,"$158,000","$158,000"
276,102 - 11 BURLAND AVE,8005934700,2021,3,"$159,500","$159,500"
276,303 - 11 BURLAND AVE,8005936200,2020,7,"$150,000","$150,000"
11,205 - 870 CAMBRIDGE ST,12014446800,2020,8,"$130,000","$130,000"
11,210 - 870 CAMBRIDGE ST,12014447300,2019,9,"$178,000","$178,000"
11,308 - 870 CAMBRIDGE ST,12014448100,2020,7,"$140,000","$140,000"
11,502 - 870 CAMBRIDGE ST,12014449500,2020,7,"$143,500","$143,500"
11,604 - 870 CAMBRIDGE ST,12014450700,2019,8,"$150,000","$150,000"
11,604 - 870 CAMBRIDGE ST,12014450700,2020,10,"$160,300","$160,300"
11,608 - 870 CAMBRIDGE ST,12014451100,2019,1,"$115,000","$115,000"
11,608 - 870 CAMBRIDGE ST,12014451100,2020,4,"$150,000","$150,000"
11,804 - 870 CAMBRIDGE ST,12014452700,2020,2,"$140,000","$140,000"
11,805 - 870 CAMBRIDGE ST,12014452800,2019,12,"$149,900","$149,900"
11,807 - 870 CAMBRIDGE ST,12014453000,2019,12,"$140,000","$140,000"
11,901 - 870 CAMBRIDGE ST,12014453400,2021,3,"$142,000","$142,000"
11,903 - 870 CAMBRIDGE ST,12014453600,2019,9,"$174,000","$174,000"
11,905 - 870 CAMBRIDGE ST,12014453800,2019,7,"$155,000","$155,000"
324,12 - 320 CARRIAGE RD,7434755600,2019,5,"$137,500","$141,200"
324,13 - 320 CARRIAGE RD,7434754500,2020,8,"$143,000","$144,300"
324,18 - 320 CARRIAGE RD,7434755300,2020,6,"$130,921","$132,400"
324,2 - 320 CARRIAGE RD,7434755100,2020,4,"$123,000","$124,700"
324,16 - 330 CARRIAGE RD,7434753000,2020,6,"$107,000","$108,200"
324,16 - 330 CARRIAGE RD,7434753000,2020,8,"$169,000","$170,500"
324,18 - 330 CARRIAGE RD,7434752900,2019,3,"$105,000","$108,200"
324,18 - 330 CARRIAGE RD,7434752900,2019,10,"$150,000","$153,200"
324,33 - 330 CARRIAGE RD,7434750200,2019,6,"$152,500","$156,500"
324,4 - 330 CARRIAGE RD,7434753500,2020,8,"$164,500","$166,000"
324,14 - 340 CARRIAGE RD,7434757500,2019,5,"$172,000","$176,600"
324,2 - 340 CARRIAGE RD,7434756900,2020,4,"$155,000","$157,200"
324,3 - 340 CARRIAGE RD,7434755800,2019,8,"$120,000","$122,900"
684,5 - 2 CARRIERE AVE,8021209600,2019,1,"$110,000","$110,000"
684,6 - 2 CARRIERE AVE,8021210000,2019,12,"$192,000","$192,000"
684,7 - 2 CARRIERE AVE,8021209700,2019,10,"$125,000","$125,000"
684,9 - 2 CARRIERE AVE,8021209900,2020,7,"$168,125","$168,100"
403,102 - 500 CATHCART ST,1001114900,2020,6,"$200,000","$200,000"
403,104 - 500 CATHCART ST,1001114700,2019,5,"$234,800","$234,800"
403,106 - 500 CATHCART ST,1001114500,2019,7,"$211,500","$211,500"
403,130 - 500 CATHCART ST,1001118200,2020,10,"$227,500","$227,500"
403,201 - 500 CATHCART ST,1001116500,2019,3,"$198,000","$198,000"
403,203 - 500 CATHCART ST,1001116300,2019,8,"$202,000","$202,000"
403,208 - 500 CATHCART ST,1001115800,2019,12,"$223,000","$223,000"
403,218 - 500 CATHCART ST,1001120300,2019,10,"$205,000","$205,000"
403,220 - 500 CATHCART ST,1001119900,2019,8,"$265,000","$265,000"
403,224 - 500 CATHCART ST,1001119100,2019,4,"$223,000","$223,000"
403,228 - 500 CATHCART ST,1001118600,2020,10,"$215,000","$215,000"
403,232 - 500 CATHCART ST,1001120500,2020,7,"$200,000","$200,000"
