Property Address,Roll Number,Building Type,Sale Year,Sale Month,Sale Price,Time Adjust Sale Price
731 FAIRMONT RD,1002439400,BL-Bi-Level,2019,8,"$289,500","$313,500"
744 FAIRMONT RD,1005919400,OS-One Storey,2019,7,"$540,000","$585,400"
771 FAIRMONT RD,1002426800,OS-One Storey,2019,9,"$235,000","$254,300"
774 FAIRMONT RD,1002415000,OS-One Storey,2020,3,"$425,000","$457,300"
701 HARSTONE RD,1003177000,OS-One Storey,2019,10,"$299,900","$324,200"
721 HARSTONE RD,1003173800,OS-One Storey,2020,11,"$431,500","$442,300"
655 HILTON ST,1002135200,OS-One Storey,2019,7,"$485,000","$525,700"
14 MCDOWELL DR,1002371400,OS-One Storey,2020,7,"$386,900","$406,200"
70 MCDOWELL DR,1002210000,TS-Two Storey,2020,7,"$480,000","$504,000"
71 MCDOWELL DR,1005884000,TS-Two Storey,2020,5,"$939,900","$999,100"
94 MCDOWELL DR,1002211200,TS-Two Storey,2020,8,"$535,000","$558,500"
123 MCDOWELL DR,1002228700,OS-One Storey,2019,9,"$405,000","$438,200"
170 MCDOWELL DR,1002370200,OS-One Storey,2019,6,"$352,000","$381,900"
606 OAKDALE DR,1002295500,OS-One Storey,2020,10,"$329,833","$340,100"
691 OAKDALE DR,1002226000,OS-One Storey,2019,9,"$325,000","$351,700"
4377 RIDGEWOOD AVE,1002765400,OS-One Storey,2019,2,"$300,000","$326,400"
4634 ROBLIN BLVD,1002692500,OH-One & 1/2 Storey,2020,9,"$190,000","$197,000"
10 WESTLUND WAY,1002161000,OS-One Storey,2020,5,"$450,200","$478,600"
19 WESTLUND WAY,1002161600,OS-One Storey,2019,11,"$402,500","$434,700"
31 WESTLUND WAY,1002162200,TS-Two Storey,2020,9,"$372,900","$386,700"
26 BARNSTAPLE COVE,1002553700,TS-Two Storey,2019,1,"$495,000","$539,100"
4216 BATCHELOR AVE,1002304500,OS-One Storey,2020,5,"$350,000","$372,100"
3 DENTON PL,1002491500,OS-One Storey,2020,7,"$325,000","$341,300"
7 DENTON PL,1002491300,TS-Two Storey,2019,6,"$389,000","$422,100"
250 FAIRMONT RD,1002480800,OS-One Storey,2020,8,"$429,900","$448,800"
260 FAIRMONT RD,1005904600,OS-One Storey,2020,9,"$683,000","$708,300"
280 FAIRMONT RD,1002483000,OH-One & 1/2 Storey,2019,8,"$390,000","$422,400"
220 MARLTON CRES,1002560700,OS-One Storey,2019,8,"$295,900","$320,500"
415 MARLTON CRES,1002496000,OS-One Storey,2020,5,"$474,900","$504,800"
221 OAKDALE DR,1001890500,OS-One Storey,2020,12,"$357,000","$363,800"
233 OAKDALE DR,1001892500,OH-One & 1/2 Storey,2020,9,"$362,000","$375,400"
283 OAKDALE DR,1001902000,TS-Two Storey,2020,8,"$795,000","$830,000"
4110 ROBLIN BLVD,1001888500,OS-One Storey,2020,8,"$259,900","$271,300"
4212 ROBLIN BLVD,1002331000,TS-Two Storey,2020,12,"$900,000","$917,100"
4550 ROBLIN BLVD,1002493000,OS-One Storey,2020,12,"$348,000","$354,600"
11 GREAT ELM COVE,1003366900,TS-Two Storey,2020,8,"$665,000","$694,300"
7 HARTLAND COVE,1003359900,OS-One Storey,2020,7,"$570,000","$598,500"
14 LACROIX BAY,1003360900,OS-One Storey,2020,5,"$687,000","$730,300"
134 MCQUAKER DR,1002073000,OS-One Storey,2020,9,"$417,000","$432,400"
136 MCQUAKER DR,1002072500,OS-One Storey,2019,7,"$394,000","$427,100"
11 OAKDALE DR,1002065900,OS-One Storey,2020,7,"$475,000","$498,800"
2 OAKGROVE BAY,1003361700,TS-Two Storey,2019,10,"$565,000","$610,800"
10 OAKGROVE BAY,1003362100,TO-Two/One Storey,2019,8,"$719,000","$778,700"
14 OAKGROVE BAY,1003362300,TO-Two/One Storey,2020,1,"$650,000","$700,700"
63 RIDGEDALE CRES,1002587400,TS-Two Storey,2019,9,"$560,000","$605,900"
100 RIDGEDALE CRES,1002596600,OS-One Storey,2021,3,"$700,000","$700,000"
220 RIDGEDALE CRES,1002596100,TS-Two Storey,2020,7,"$568,000","$596,400"
4337 ROBLIN BLVD,1002047500,OS-One Storey,2020,6,"$470,000","$496,300"
4531 ROBLIN BLVD,1002562500,TS-Two Storey,2019,6,"$865,000","$938,500"
4545 ROBLIN BLVD,1002560000,OS-One Storey,2019,3,"$1,255,000","$1,364,200"
4571 ROBLIN BLVD,1002593400,TS-Two Storey,2020,10,"$480,000","$494,900"
4575 ROBLIN BLVD,1002593300,OS-One Storey,2019,9,"$586,000","$634,100"
4829 ROBLIN BLVD,1003060100,TS-Two Storey,2019,8,"$825,000","$893,500"
14 SANDERS BAY,1003350700,TS-Two Storey,2019,10,"$440,000","$475,600"
22 SANDERS BAY,1003351100,TS-Two Storey,2020,11,"$530,000","$543,300"
82 WILLIAM MARSHALL WAY,1003353500,TS-Two Storey,2019,7,"$875,000","$948,500"
62 BARKER BLVD,1005559800,TS-Two Storey,2019,7,"$485,000","$525,700"
67 BARKER BLVD,1005550500,TO-Two/One Storey,2019,10,"$580,000","$627,000"
79 BARKER BLVD,1005549700,OH-One & 1/2 Storey,2019,4,"$650,000","$705,900"
86 BARKER BLVD,1005558000,TS-Two Storey,2019,5,"$420,000","$456,100"
90 BARKER BLVD,1005557700,TS-Two Storey,2019,7,"$430,000","$466,100"
99 BARKER BLVD,1005548100,TS-Two Storey,2020,10,"$725,000","$747,500"
143 BARKER BLVD,1005628500,FL-4 Level Split,2020,5,"$460,000","$489,000"
150 BARKER BLVD,1005585700,BL-Bi-Level,2019,10,"$365,500","$395,100"
170 BARKER BLVD,1005587200,FL-4 Level Split,2020,1,"$485,000","$522,800"
175 BARKER BLVD,1005630900,OS-One Storey,2020,7,"$469,900","$493,400"
184 BARKER BLVD,1005605800,TS-Two Storey,2019,6,"$611,000","$662,900"
222 BARKER BLVD,1005608500,TS-Two Storey,2019,1,"$360,150","$392,200"
226 BARKER BLVD,1005608800,OS-One Storey,2019,10,"$342,000","$369,700"
275 BARKER BLVD,1005639300,OS-One Storey,2019,10,"$415,275","$448,900"
328 BARKER BLVD,1005685100,OS-One Storey,2019,7,"$234,900","$254,600"
329 BARKER BLVD,1005692100,TS-Two Storey,2019,6,"$235,000","$255,000"
329 BARKER BLVD,1005692100,TS-Two Storey,2020,12,"$280,000","$285,300"
358 BARKER BLVD,1005687700,TS-Two Storey,2020,8,"$285,500","$298,100"
359 BARKER BLVD,1005694600,TS-Two Storey,2020,8,"$230,000","$240,100"
364 BARKER BLVD,1005688100,OS-One Storey,2019,12,"$245,000","$264,400"
371 BARKER BLVD,1005695500,TS-Two Storey,2019,4,"$225,000","$244,400"
373 BARKER BLVD,1005695800,TS-Two Storey,2020,10,"$260,600","$268,700"
398 BARKER BLVD,1005691300,OS-One Storey,2020,12,"$300,000","$305,700"
7 CASS ST,1005621700,TS-Two Storey,2019,8,"$485,000","$525,300"
18 JEWETT BAY,1005600300,TS-Two Storey,2020,8,"$410,000","$428,000"
2 LIPSETT CRES,1005578700,OS-One Storey,2019,3,"$292,000","$317,400"
22 MORTON BAY,1005574800,OS-One Storey,2020,6,"$381,500","$402,900"
39 MORTON BAY,1005566500,TL-3 Level Split,2019,6,"$355,000","$385,200"
39 MORTON BAY,1005566500,TL-3 Level Split,2020,6,"$358,500","$378,600"
50 MORTON BAY,1005573900,OS-One Storey,2020,9,"$346,500","$359,300"
71 MORTON BAY,1005568900,TS-Two Storey,2020,6,"$449,900","$475,100"
87 MORTON BAY,1005570300,OS-One Storey,2019,7,"$360,000","$390,200"
95 MORTON BAY,1005570900,OS-One Storey,2020,11,"$375,000","$384,400"
47 MUSGROVE ST,1005665500,FL-4 Level Split,2019,7,"$550,000","$596,200"
70 MUSGROVE ST,1005669100,TO-Two/One Storey,2020,8,"$545,000","$569,000"
71 MUSGROVE ST,1005667300,OS-One Storey,2020,10,"$587,000","$605,200"
23 SHIER DR,1005656200,TS-Two Storey,2019,11,"$657,000","$709,600"
42 SHIER DR,1005661600,TO-Two/One Storey,2020,11,"$510,000","$522,800"
45 SHIER DR,1005654800,TS-Two Storey,2020,9,"$865,000","$897,000"
58 SHIER DR,1005660400,TS-Two Storey,2019,8,"$492,000","$532,800"
59 SHIER DR,1005653900,TS-Two Storey,2020,6,"$735,000","$776,200"
119 SHIER DR,1005649300,TS-Two Storey,2019,8,"$530,210","$574,200"
54 SINNOTT ST,1005605200,FL-4 Level Split,2020,6,"$401,054","$423,500"
38 STACK ST,1005583600,OS-One Storey,2020,10,"$356,000","$367,000"
71 WATERHOUSE BAY,1005675400,OS-One Storey,2020,11,"$390,000","$399,800"
86 WATERHOUSE BAY,1005710500,TO-Two/One Storey,2019,7,"$522,500","$566,400"
91 WATERHOUSE BAY,1005670900,TS-Two Storey,2019,5,"$499,900","$542,900"
103 WATERHOUSE BAY,1005671800,OS-One Storey,2020,9,"$440,000","$456,300"
114 WATERHOUSE BAY,1005709100,TO-Two/One Storey,2019,5,"$425,000","$461,600"
114 WATERHOUSE BAY,1005709100,TO-Two/One Storey,2020,5,"$520,000","$552,800"
18 BOWHILL LANE,1003442400,BL-Bi-Level,2019,5,"$485,000","$526,700"
195 GLENBUSH ST,1003405500,OS-One Storey,2019,3,"$320,000","$347,800"
524 HARSTONE RD,1003465500,OS-One Storey,2019,7,"$280,000","$303,500"
788 HARSTONE RD,1003411600,BL-Bi-Level,2020,11,"$376,000","$385,400"
21 MIRAMAR RD,1005900600,OH-One & 1/2 Storey,2020,8,"$360,000","$375,800"
57 MIRAMAR RD,1003400700,TO-Two/One Storey,2019,4,"$433,000","$470,200"
87 MIRAMAR RD,1003402000,OS-One Storey,2020,6,"$290,000","$306,200"
514 PEPPERLOAF CRES,1003431600,OS-One Storey,2020,11,"$335,000","$343,400"
704 PEPPERLOAF CRES,1003418100,OS-One Storey,2019,9,"$455,000","$492,300"
740 PEPPERLOAF CRES,1003390100,OS-One Storey,2021,2,"$360,000","$362,200"
757 PEPPERLOAF CRES,1003391500,OS-One Storey,2020,8,"$855,000","$892,600"
780 PEPPERLOAF CRES,1003388100,OS-One Storey,2019,9,"$330,000","$357,100"
848 PEPPERLOAF CRES,1003375900,OS-One Storey,2020,3,"$360,000","$387,400"
5215 RANNOCK AVE,1009600265,OS-One Storey,2020,8,"$700,000","$730,800"
5418 RANNOCK AVE,1003384100,OS-One Storey,2021,3,"$370,000","$370,000"
27 ROBINDALE RD,1003434300,TS-Two Storey,2020,8,"$449,500","$469,300"
33 ROBINDALE RD,1003435000,TS-Two Storey,2020,12,"$460,000","$468,700"
60 ROBINDALE RD,1003437600,OS-One Storey,2019,7,"$390,000","$422,800"
112 ROBINDALE RD,1003444500,OH-One & 1/2 Storey,2019,3,"$320,000","$347,800"
140 ROBINDALE RD,1003445200,FL-4 Level Split,2020,2,"$345,000","$371,600"
224 ROBINDALE RD,1003447900,OS-One Storey,2019,10,"$385,000","$416,200"
35 SANCTUARY RD,1003477600,TS-Two Storey,2019,2,"$530,000","$576,600"
51 VANSCOY RD,1003386400,OS-One Storey,2020,6,"$365,000","$385,400"
57 VANSCOY RD,1003387100,OS-One Storey,2020,8,"$321,657","$335,800"
421 BERKLEY ST,1004104100,OS-One Storey,2019,12,"$365,000","$393,800"
426 BERKLEY ST,1004267300,BL-Bi-Level,2019,6,"$315,000","$341,800"
17 CHRISTOPHER COVE,1004018000,OS-One Storey,2019,8,"$450,100","$487,500"
79 ELMVALE CRES,1004012600,OS-One Storey,2019,10,"$620,000","$670,200"
91 ELMVALE CRES,1003639600,TO-Two/One Storey,2019,9,"$775,000","$838,600"
91 KINKORA DR,1004410400,TS-Two Storey,2020,9,"$516,000","$535,100"
98 KINKORA DR,1004412800,TS-Two Storey,2020,10,"$691,000","$712,400"
46 MCCALLUM CRES,1009603170,OS-One Storey,2019,5,"$515,000","$559,300"
66 MCCALLUM CRES,1004020700,FL-4 Level Split,2019,6,"$432,500","$469,300"
2 PARADISE BAY,1004656000,BL-Bi-Level,2019,9,"$650,000","$703,300"
36 PARADISE BAY,1004657300,OS-One Storey,2020,1,"$442,000","$476,500"
5723 ROBLIN BLVD,1005869200,BL-Bi-Level,2020,9,"$379,900","$394,000"
5930 SOUTHBOINE DR,1003931000,TO-Two/One Storey,2020,1,"$600,000","$646,800"
6021 SOUTHBOINE DR,1004121000,OS-One Storey,2021,2,"$699,900","$704,100"
6340 SOUTHBOINE DR,1004411600,FL-4 Level Split,2021,3,"$725,000","$725,000"
6383 SOUTHBOINE DR,1004664500,OS-One Storey,2020,3,"$790,000","$850,000"
6404 SOUTHBOINE DR,1005892600,OS-One Storey,2020,7,"$1,100,000","$1,155,000"
14 WILLOW RIDGE RD,1004675000,OS-One Storey,2020,2,"$510,000","$549,300"
140 ALCREST DR,1001650500,OS-One Storey,2019,9,"$320,000","$346,200"
169 HENDON AVE,1000586400,BL-Bi-Level,2019,11,"$215,000","$232,200"
171 HENDON AVE,1000586100,BL-Bi-Level,2019,8,"$221,000","$239,300"
15 KINGSHEAD CLOSE,1000583100,OS-One Storey,2019,9,"$329,000","$356,000"
59 KINGSHEAD CLOSE,1000579800,BL-Bi-Level,2020,12,"$360,000","$366,800"
34 MONARCH MEWS,1000564800,TO-Two/One Storey,2020,6,"$490,000","$517,400"
154 PRINCETON BLVD,1001422700,TS-Two Storey,2019,8,"$680,100","$736,500"
165 PRINCETON BLVD,1009604125,OS-One Storey,2020,8,"$305,000","$318,400"
14 ROYALGATE RD,1000574200,FL-4 Level Split,2020,7,"$383,000","$402,200"
24 SWANN DR,1000617000,TS-Two Storey,2019,12,"$820,000","$884,800"
3206 VIALOUX DR,1000575000,OS-One Storey,2019,11,"$305,000","$329,400"
3419 VIALOUX DR,1000924000,TS-Two Storey,2020,10,"$1,010,000","$1,041,300"
3516 VIALOUX DR,1001360000,OS-One Storey,2020,9,"$492,000","$510,200"
3604 VIALOUX DR,1009604115,OS-One Storey,2020,6,"$360,000","$380,200"
3791 VIALOUX DR,1001640600,TH-Two & 1/2 Storey,2019,7,"$629,000","$681,800"
3793 VIALOUX DR,1001640900,OS-One Storey,2019,7,"$530,000","$574,500"
3797 VIALOUX DR,1001651800,OS-One Storey,2020,9,"$362,000","$375,400"
125 WEXFORD ST,1000813700,OS-One Storey,2019,8,"$321,000","$347,600"
151 WEXFORD ST,1000810500,OS-One Storey,2019,7,"$260,000","$281,800"
170 WEXFORD ST,1009600055,OS-One Storey,2019,8,"$581,000","$629,200"
174 WEXFORD ST,1000795000,OH-One & 1/2 Storey,2019,8,"$220,000","$238,300"
47 ALDER BAY,1005088500,OS-One Storey,2020,2,"$350,000","$377,000"
46 ATKINSON RD,1004731300,OS-One Storey,2020,2,"$306,000","$329,600"
9 BERGMAN CRES,1004739400,OS-One Storey,2019,7,"$297,000","$321,900"
42 BERGMAN CRES,1004741700,OS-One Storey,2019,10,"$296,000","$320,000"
58 BERGMAN CRES,1004740600,OS-One Storey,2019,10,"$273,340","$295,500"
6560 BETSWORTH AVE,1005367000,OS-One Storey,2020,12,"$325,800","$332,000"
6571 BETSWORTH AVE,1005187000,OS-One Storey,2020,1,"$236,000","$254,400"
6640 BETSWORTH AVE,1005365500,BL-Bi-Level,2019,6,"$315,000","$341,800"
6682 BETSWORTH AVE,1005153000,BL-Bi-Level,2020,11,"$280,000","$287,000"
6721 BETSWORTH AVE,1005151200,OS-One Storey,2020,4,"$223,000","$238,400"
6749 BETSWORTH AVE,1005150200,OS-One Storey,2020,7,"$224,500","$235,700"
6769 BETSWORTH AVE,1005149500,OS-One Storey,2019,5,"$239,000","$259,600"
16 BRAEWOOD PL,1004936600,OS-One Storey,2020,7,"$245,000","$257,300"
2 BRIARBROOK BAY,1004699300,OS-One Storey,2020,12,"$220,000","$224,200"
4 BRIARBROOK BAY,1004699400,TS-Two Storey,2020,5,"$187,000","$198,800"
19 BRIARBROOK BAY,1004700300,OS-One Storey,2020,8,"$267,500","$279,300"
11 BROWNELL BAY,1005261000,BL-Bi-Level,2020,12,"$225,000","$229,300"
19 BROWNELL BAY,1005259000,OS-One Storey,2020,7,"$202,500","$212,600"
59 BROWNELL BAY,1005248500,BL-Bi-Level,2019,2,"$225,000","$244,800"
59 BROWNELL BAY,1005248500,BL-Bi-Level,2020,10,"$265,001","$273,200"
61 BROWNELL BAY,1005248000,FL-4 Level Split,2020,5,"$210,000","$223,200"
63 BROWNELL BAY,1005247800,FL-4 Level Split,2020,7,"$265,000","$278,300"
80 BROWNELL BAY,1005351500,TS-Two Storey,2019,10,"$212,500","$229,700"
89 BROWNELL BAY,1005241000,TS-Two Storey,2019,11,"$187,900","$202,900"
8 CHILTERN PL,1005083400,BL-Bi-Level,2019,7,"$391,200","$424,100"
31 COLLINGHAM BAY,1005161400,OS-One Storey,2020,12,"$352,000","$358,700"
63 COLLINGHAM BAY,1005413100,OS-One Storey,2019,5,"$312,000","$338,800"
15 CULLEN DR,1005016900,OS-One Storey,2019,10,"$370,000","$400,000"
39 CULLEN DR,1005013500,BL-Bi-Level,2020,6,"$322,000","$340,000"
97 CULLEN DR,1005371700,BL-Bi-Level,2020,12,"$365,000","$371,900"
183 CULLEN DR,1004781500,OS-One Storey,2020,8,"$340,500","$355,500"
186 CULLEN DR,1004761000,OS-One Storey,2019,9,"$333,000","$360,300"
190 CULLEN DR,1004760500,OS-One Storey,2019,6,"$321,500","$348,800"
199 CULLEN DR,1004783500,OS-One Storey,2020,9,"$365,000","$378,500"
232 CULLEN DR,1004916000,OS-One Storey,2019,4,"$235,000","$255,200"
237 CULLEN DR,1004729700,OS-One Storey,2019,9,"$325,000","$351,700"
243 CULLEN DR,1004729400,BL-Bi-Level,2020,6,"$322,500","$340,600"
246 CULLEN DR,1004917000,BL-Bi-Level,2019,12,"$230,000","$248,200"
247 CULLEN DR,1004729100,OS-One Storey,2019,7,"$325,000","$352,300"
256 CULLEN DR,1004917800,BL-Bi-Level,2020,9,"$238,000","$246,800"
584 DALE BLVD,1005024800,OS-One Storey,2020,11,"$300,000","$307,500"
592 DALE BLVD,1005025400,OS-One Storey,2020,10,"$270,000","$278,400"
728 DALE BLVD,1005094900,OS-One Storey,2019,9,"$266,000","$287,800"
748 DALE BLVD,1005093400,OS-One Storey,2020,9,"$295,000","$305,900"
