Property Address,Roll Number,Building Type,Sale Year,Sale Month,Sale Price,Time Adjust Sale Price
699 LORETTE AVE,12020095000,OS-One Storey,2019,3,"$174,900","$189,600"
703 LORETTE AVE,12020093000,OS-One Storey,2019,10,"$182,550","$197,700"
739 LORETTE AVE,12020176000,BL-Bi-Level,2021,3,"$469,000","$469,000"
745 LORETTE AVE,12020173100,OS-One Storey,2019,12,"$167,000","$180,900"
799 LORETTE AVE,12020203000,OH-One & 1/2 Storey,2020,12,"$252,000","$257,000"
829 LORETTE AVE,12020271000,OS-One Storey,2020,6,"$213,400","$226,400"
857 LORETTE AVE,12020263000,OH-One & 1/2 Storey,2019,12,"$205,000","$222,000"
877 LORETTE AVE,12020301100,OH-One & 1/2 Storey,2020,5,"$265,000","$283,000"
549 MULVEY AVE,12021928000,OH-One & 1/2 Storey,2019,9,"$192,500","$208,500"
601 MULVEY AVE,12022028000,TS-Two Storey,2019,5,"$274,500","$297,300"
619 MULVEY AVE,12022021000,TH-Two & 1/2 Storey,2019,5,"$285,000","$308,700"
621 MULVEY AVE,12022020000,TH-Two & 1/2 Storey,2020,5,"$295,000","$315,100"
624 MULVEY AVE,12022009000,TS-Two Storey,2020,3,"$290,000","$313,800"
646 MULVEY AVE,12022339000,OS-One Storey,2019,5,"$210,000","$227,400"
652 MULVEY AVE,12022342000,TS-Two Storey,2020,7,"$340,000","$358,400"
661 MULVEY AVE,12097806370,TS-Two Storey,2019,2,"$393,845","$426,900"
684 MULVEY AVE,12022374000,TS-Two Storey,2019,6,"$482,100","$522,100"
719 MULVEY AVE,12022393000,OS-One Storey,2019,10,"$322,500","$349,300"
753 MULVEY AVE,12022724000,TS-Two Storey,2021,1,"$309,000","$313,000"
755 MULVEY AVE,12022723000,TH-Two & 1/2 Storey,2019,9,"$295,000","$319,500"
758 MULVEY AVE,12022773000,TS-Two Storey,2019,7,"$335,000","$362,800"
760 MULVEY AVE,12022774000,TS-Two Storey,2020,11,"$275,000","$282,400"
765 MULVEY AVE,12022718000,TS-Two Storey,2021,2,"$371,000","$373,600"
766 MULVEY AVE,12022777000,TS-Two Storey,2020,10,"$250,000","$258,500"
779 MULVEY AVE,12022714000,TH-Two & 1/2 Storey,2020,2,"$420,000","$454,400"
810 MULVEY AVE,12022800000,TH-Two & 1/2 Storey,2019,11,"$352,500","$381,800"
818 MULVEY AVE,12022804000,TH-Two & 1/2 Storey,2020,9,"$360,000","$374,400"
856 MULVEY AVE,12023168000,OS-One Storey,2020,12,"$235,000","$239,700"
888 MULVEY AVE,12023186000,OH-One & 1/2 Storey,2019,10,"$317,500","$343,900"
889 MULVEY AVE,12023122000,OS-One Storey,2019,8,"$269,900","$292,300"
255 NASSAU ST N,12021850000,TH-Two & 1/2 Storey,2020,12,"$437,000","$445,700"
719 SCOTLAND AVE,12015241000,TS-Two Storey,2020,2,"$505,000","$546,400"
755 SCOTLAND AVE,12096158100,TS-Two Storey,2019,12,"$374,900","$406,000"
773 SCOTLAND AVE,12015290000,TS-Two Storey,2019,10,"$505,000","$546,900"
791 SCOTLAND AVE,12015283000,OS-One Storey,2019,12,"$294,000","$318,400"
825 SCOTLAND AVE,12015312000,BL-Bi-Level,2019,6,"$267,000","$289,200"
827 SCOTLAND AVE,12015311000,OS-One Storey,2020,11,"$195,827","$201,100"
580 WARSAW AVE,12021941000,TH-Two & 1/2 Storey,2020,10,"$273,000","$282,300"
587 WARSAW AVE,12021877000,TS-Two Storey,2019,7,"$332,000","$359,600"
589 WARSAW AVE,12021876000,TS-Two Storey,2019,9,"$289,900","$314,000"
626 WARSAW AVE,12022034000,TH-Two & 1/2 Storey,2019,12,"$376,626","$407,900"
638 WARSAW AVE,12022040000,TH-Two & 1/2 Storey,2019,1,"$295,000","$319,800"
639 WARSAW AVE,12022053000,TS-Two Storey,2019,7,"$355,000","$384,500"
680 WARSAW AVE,12022311000,TH-Two & 1/2 Storey,2021,2,"$297,917","$300,000"
694 WARSAW AVE,12022316000,TS-Two Storey,2019,4,"$289,900","$314,000"
696 WARSAW AVE,12022317000,TS-Two Storey,2019,8,"$295,000","$319,500"
720 WARSAW AVE,12022411000,OH-One & 1/2 Storey,2020,3,"$325,000","$351,700"
730 WARSAW AVE,12022416000,OH-One & 1/2 Storey,2019,6,"$357,500","$387,200"
740 WARSAW AVE,12022421000,OS-One Storey,2019,12,"$287,500","$311,400"
745 WARSAW AVE,12022430000,TS-Two Storey,2020,7,"$327,000","$344,700"
763 WARSAW AVE,12022695000,TH-Two & 1/2 Storey,2019,12,"$339,000","$367,100"
773 WARSAW AVE,12022691000,TS-Two Storey,2020,12,"$350,000","$357,000"
775 WARSAW AVE,12022690000,TS-Two Storey,2019,8,"$356,000","$385,500"
805 WARSAW AVE,12022684000,TS-Two Storey,2019,10,"$230,000","$249,100"
846 WARSAW AVE,12022834000,TH-Two & 1/2 Storey,2020,10,"$362,000","$374,300"
856 WARSAW AVE,12022839000,O3-One & 3/4 Storey,2019,2,"$330,000","$357,700"
864 WARSAW AVE,12022843000,TS-Two Storey,2019,7,"$382,000","$413,700"
888 WARSAW AVE,12023141000,OS-One Storey,2019,9,"$327,000","$354,100"
701 CARTER AVE,12013484000,OH-One & 1/2 Storey,2020,10,"$177,000","$183,000"
715 CARTER AVE,12013478000,OH-One & 1/2 Storey,2019,11,"$251,000","$271,800"
721 CARTER AVE,12013476000,TS-Two Storey,2019,7,"$485,000","$525,300"
758 CARTER AVE,12013556100,OS-One Storey,2020,7,"$265,000","$279,300"
775 CARTER AVE,12013541000,OH-One & 1/2 Storey,2021,1,"$244,000","$247,200"
844 CARTER AVE,12013653000,OS-One Storey,2020,10,"$140,000","$144,800"
846 CARTER AVE,12013654000,TS-Two Storey,2019,3,"$360,000","$390,200"
858 CARTER AVE,12097808725,BL-Bi-Level,2021,3,"$426,999","$427,000"
860 CARTER AVE,12097808730,BL-Bi-Level,2021,3,"$425,292","$425,300"
862 CARTER AVE,12097808735,BL-Bi-Level,2021,3,"$419,048","$419,000"
693 EBBY AVE,12013643100,OH-One & 1/2 Storey,2021,1,"$271,000","$274,500"
723 EBBY AVE,12013631000,OH-One & 1/2 Storey,2020,10,"$260,000","$268,800"
817 HECTOR AVE,12013574000,BL-Bi-Level,2019,7,"$408,000","$441,900"
726 WEATHERDON AVE,12013457100,TS-Two Storey,2020,10,"$475,000","$491,200"
743 WEATHERDON AVE,12013492000,OS-One Storey,2021,2,"$239,250","$240,900"
754 WEATHERDON AVE,12013465000,OH-One & 1/2 Storey,2019,6,"$180,000","$194,900"
763 WEATHERDON AVE,12013498000,OS-One Storey,2020,6,"$161,000","$170,800"
764 WEATHERDON AVE,12013467000,OS-One Storey,2020,12,"$237,500","$242,300"
781 WEATHERDON AVE,12013505000,OH-One & 1/2 Storey,2020,10,"$260,000","$268,800"
792 WEATHERDON AVE,12013525000,OS-One Storey,2019,10,"$192,000","$207,900"
797 WEATHERDON AVE,12097808490,TS-Two Storey,2021,1,"$490,476","$496,900"
799 WEATHERDON AVE,12097808495,TS-Two Storey,2021,1,"$490,476","$496,900"
800 WEATHERDON AVE,12013527000,OH-One & 1/2 Storey,2020,12,"$242,000","$246,800"
841 WEATHERDON AVE,12013719000,OS-One Storey,2020,9,"$380,000","$395,200"
847 WEATHERDON AVE,12097807125,TS-Two Storey,2020,4,"$450,476","$484,300"
848 WEATHERDON AVE 1,12097808715,TS-Two Storey,2021,1,"$490,476","$496,900"
848A WEATHERDON AVE,12097808720,TS-Two Storey,2021,1,"$490,476","$496,900"
849 WEATHERDON AVE,12097807130,TS-Two Storey,2019,12,"$492,899","$533,800"
878 DORCHESTER AVE,12023031000,TH-Two & 1/2 Storey,2019,11,"$436,000","$472,200"
887 DORCHESTER AVE,12023002000,TH-Two & 1/2 Storey,2019,8,"$499,900","$541,400"
479 GERTRUDE AVE,12021655000,TH-Two & 1/2 Storey,2020,12,"$330,000","$336,600"
573 GERTRUDE AVE,12021735000,TH-Two & 1/2 Storey,2020,6,"$430,000","$456,200"
596 GERTRUDE AVE,12021790000,TS-Two Storey,2020,3,"$334,000","$361,400"
856 GROSVENOR AVE,12022965000,OS-One Storey,2019,4,"$252,000","$272,900"
862 GROSVENOR AVE,12022967000,TH-Two & 1/2 Storey,2020,12,"$430,000","$438,600"
500 MCMILLAN AVE,12021584000,TS-Two Storey,2020,11,"$295,000","$303,000"
592 MCMILLAN AVE,12021823000,TH-Two & 1/2 Storey,2020,10,"$353,000","$365,000"
593 MCMILLAN AVE,12021765000,O3-One & 3/4 Storey,2019,12,"$316,000","$342,200"
612 MCMILLAN AVE,12021827000,TH-Two & 1/2 Storey,2020,9,"$307,500","$319,800"
612 MCMILLAN AVE,12021827000,TH-Two & 1/2 Storey,2020,12,"$290,000","$295,800"
647 MCMILLAN AVE,12022147000,TH-Two & 1/2 Storey,2019,9,"$335,000","$362,800"
670 MCMILLAN AVE,12022140000,O3-One & 3/4 Storey,2019,9,"$335,000","$362,800"
672 MCMILLAN AVE,12022141000,O3-One & 3/4 Storey,2021,1,"$415,000","$420,400"
674 MCMILLAN AVE,12022142000,O3-One & 3/4 Storey,2019,2,"$510,000","$552,800"
740 MCMILLAN AVE,12022500000,TH-Two & 1/2 Storey,2020,8,"$520,000","$544,400"
767 MCMILLAN AVE,12022605000,TH-Two & 1/2 Storey,2019,11,"$325,000","$352,000"
771 MCMILLAN AVE,12022603000,TH-Two & 1/2 Storey,2019,9,"$529,900","$573,900"
819 MCMILLAN AVE,12022931000,O3-One & 3/4 Storey,2020,11,"$355,000","$364,600"
827 MCMILLAN AVE,12022927000,TS-Two Storey,2019,11,"$340,000","$368,200"
829 MCMILLAN AVE,12022926000,TH-Two & 1/2 Storey,2020,1,"$418,000","$452,300"
837 MCMILLAN AVE,12022922000,TH-Two & 1/2 Storey,2020,4,"$507,000","$545,000"
839 MCMILLAN AVE,12022920000,TH-Two & 1/2 Storey,2019,9,"$338,000","$366,100"
904 MCMILLAN AVE,12023058000,TH-Two & 1/2 Storey,2020,1,"$395,000","$427,400"
97 NASSAU ST N,12032176100,TH-Two & 1/2 Storey,2020,7,"$425,000","$448,000"
530 STRADBROOK AVE,12031650000,TH-Two & 1/2 Storey,2020,7,"$399,800","$421,400"
487 WARDLAW AVE,12021701000,TH-Two & 1/2 Storey,2020,11,"$547,500","$562,300"
566 WARDLAW AVE,12021747000,TH-Two & 1/2 Storey,2021,2,"$654,900","$659,500"
568 WARDLAW AVE,12021748000,OH-One & 1/2 Storey,2019,9,"$355,000","$384,500"
575 WARDLAW AVE,12021720900,TS-Two Storey,2020,8,"$340,000","$356,000"
611 WARDLAW AVE,12021714500,O3-One & 3/4 Storey,2020,8,"$510,000","$534,000"
112 WILMOT PL,12032181000,TH-Two & 1/2 Storey,2019,11,"$515,000","$557,700"
108 BOLE ST,12032062000,TH-Two & 1/2 Storey,2020,11,"$385,000","$395,400"
350 RIVER AVE,12032025000,TH-Two & 1/2 Storey,2019,1,"$530,000","$574,500"
110 SCOTT ST,12032020000,TH-Two & 1/2 Storey,2019,5,"$330,000","$357,400"
52 ALLOWAY AVE,12090213000,TH-Two & 1/2 Storey,2020,8,"$343,700","$359,900"
55 ALLOWAY AVE,12090188000,TH-Two & 1/2 Storey,2020,12,"$370,000","$377,400"
44 ARLINGTON ST,12082155000,TH-Two & 1/2 Storey,2020,10,"$359,900","$372,100"
72 ARLINGTON ST,12082225000,TS-Two Storey,2020,5,"$390,000","$416,500"
78 ARLINGTON ST,12082229000,TS-Two Storey,2021,3,"$340,078","$340,100"
85 ARLINGTON ST,12082444000,TS-Two Storey,2019,1,"$311,500","$337,700"
126 ARLINGTON ST,12082241000,TS-Two Storey,2020,11,"$270,000","$277,300"
132 ARLINGTON ST,12082243000,TH-Two & 1/2 Storey,2019,2,"$337,900","$366,300"
157 ARLINGTON ST,12082533000,TH-Two & 1/2 Storey,2020,10,"$270,000","$279,200"
160 ARLINGTON ST,12082290000,TH-Two & 1/2 Storey,2020,11,"$320,000","$328,600"
163 ARLINGTON ST,12082534000,TH-Two & 1/2 Storey,2019,9,"$414,900","$449,300"
231 ARLINGTON ST,12082585000,TH-Two & 1/2 Storey,2019,6,"$345,000","$373,600"
242 ARLINGTON ST,12082356000,O3-One & 3/4 Storey,2019,1,"$260,000","$281,800"
244 ARLINGTON ST,12082357000,TH-Two & 1/2 Storey,2019,8,"$319,900","$346,500"
251A ARLINGTON ST,12082592000,TS-Two Storey,2021,3,"$480,000","$480,000"
158 AUBREY ST,12081452000,O3-One & 3/4 Storey,2020,4,"$310,158","$333,400"
190 AUBREY ST,12081457000,TH-Two & 1/2 Storey,2020,5,"$365,000","$389,800"
220 AUBREY ST,12081470000,OS-One Storey,2019,6,"$215,000","$232,800"
277 AUBREY ST,12081567000,TS-Two Storey,2019,1,"$305,000","$330,600"
284 AUBREY ST,12081487000,O3-One & 3/4 Storey,2021,3,"$382,000","$382,000"
296 AUBREY ST,12081493000,OS-One Storey,2020,10,"$233,000","$240,900"
300 AUBREY ST,12081494000,OS-One Storey,2020,8,"$261,900","$274,200"
302 AUBREY ST,12081495000,OS-One Storey,2020,11,"$275,000","$282,400"
309 AUBREY ST,12081576000,TS-Two Storey,2020,10,"$315,000","$325,700"
317 AUBREY ST,12081580000,OH-One & 1/2 Storey,2019,3,"$225,000","$243,900"
324 AUBREY ST,12081501000,OS-One Storey,2020,9,"$242,000","$251,700"
525 BASSWOOD PL,12080883000,TH-Two & 1/2 Storey,2021,3,"$346,000","$346,000"
534 BASSWOOD PL,12080862000,TS-Two Storey,2021,2,"$266,000","$267,900"
542 BASSWOOD PL,12080865000,OH-One & 1/2 Storey,2020,7,"$260,000","$274,000"
510 CAMDEN PL,12080669000,TS-Two Storey,2019,1,"$293,500","$318,200"
518 CAMDEN PL,12080673000,TS-Two Storey,2020,8,"$317,500","$332,400"
521 CAMDEN PL,12080703000,TS-Two Storey,2020,4,"$287,000","$308,500"
527 CAMDEN PL,12080706000,O3-One & 3/4 Storey,2019,8,"$271,000","$293,500"
528 CAMDEN PL,12080677000,TH-Two & 1/2 Storey,2020,8,"$350,000","$366,500"
533 CAMDEN PL,12080709000,TH-Two & 1/2 Storey,2020,9,"$260,000","$270,400"
80 CANORA ST,12082758000,TS-Two Storey,2019,11,"$307,000","$332,500"
91 CANORA ST,12082825000,TH-Two & 1/2 Storey,2020,9,"$278,000","$289,100"
139 CANORA ST,12082837000,TH-Two & 1/2 Storey,2019,9,"$509,900","$552,200"
145 CANORA ST,12082840000,TH-Two & 1/2 Storey,2020,7,"$365,000","$384,700"
145 CANORA ST,12082840000,TH-Two & 1/2 Storey,2021,3,"$420,000","$420,000"
150 CANORA ST,12082806000,TH-Two & 1/2 Storey,2019,5,"$419,900","$454,800"
189 CANORA ST,12082661100,TH-Two & 1/2 Storey,2020,4,"$550,000","$591,300"
79 CHESTNUT ST,12082931000,TH-Two & 1/2 Storey,2019,8,"$285,000","$308,700"
88 CHESTNUT ST,12082914000,TH-Two & 1/2 Storey,2019,9,"$289,000","$313,000"
103 CHESTNUT ST,12082939000,TH-Two & 1/2 Storey,2019,10,"$275,000","$297,800"
126 CHESTNUT ST,12082926000,TS-Two Storey,2020,8,"$265,000","$277,500"
157 CHESTNUT ST,12083033000,TH-Two & 1/2 Storey,2020,12,"$325,000","$331,500"
174 CHESTNUT ST,12083077000,TS-Two Storey,2019,11,"$424,900","$460,200"
188 CHESTNUT ST,12083082000,TH-Two & 1/2 Storey,2019,10,"$329,900","$357,300"
221 CHESTNUT ST,12083120000,TH-Two & 1/2 Storey,2020,10,"$390,000","$403,300"
228 CHESTNUT ST,12083096000,OH-One & 1/2 Storey,2020,11,"$158,000","$162,300"
470 CLIFTON ST,12080560000,TS-Two Storey,2021,2,"$402,000","$404,800"
514 CLIFTON ST,12080575000,OS-One Storey,2020,1,"$221,500","$239,700"
544 CLIFTON ST,12080587000,TH-Two & 1/2 Storey,2020,11,"$294,500","$302,500"
548 CLIFTON ST,12080589000,OS-One Storey,2020,10,"$190,000","$196,500"
477 CRAIG ST,12080345000,O3-One & 3/4 Storey,2021,1,"$349,900","$354,400"
503 CRAIG ST,12080358000,O3-One & 3/4 Storey,2020,7,"$225,000","$237,200"
505 CRAIG ST,12080359000,OS-One Storey,2019,11,"$239,000","$258,800"
531 CRAIG ST,12080368000,TS-Two Storey,2020,9,"$315,531","$328,200"
533 CRAIG ST,12080369000,TH-Two & 1/2 Storey,2019,7,"$260,000","$281,600"
446 DOMINION ST,12081088000,OH-One & 1/2 Storey,2019,7,"$420,000","$454,900"
449 DOMINION ST,12081099000,TH-Two & 1/2 Storey,2021,3,"$385,000","$385,000"
469 DOMINION ST,12081137000,TS-Two Storey,2020,10,"$362,500","$374,800"
473 DOMINION ST,12081138000,TH-Two & 1/2 Storey,2020,9,"$447,473","$465,400"
485 DOMINION ST,12081144000,TH-Two & 1/2 Storey,2020,12,"$470,899","$480,300"
486 DOMINION ST,12081108000,TH-Two & 1/2 Storey,2020,1,"$570,000","$616,700"
520 DOMINION ST,12081123000,TH-Two & 1/2 Storey,2020,9,"$485,200","$504,600"
525 DOMINION ST,12081156000,TH-Two & 1/2 Storey,2019,11,"$401,500","$434,800"
526 DOMINION ST,12081127000,TH-Two & 1/2 Storey,2019,10,"$386,500","$418,600"
536 DOMINION ST,12081131000,TH-Two & 1/2 Storey,2020,12,"$645,000","$657,900"
28 DUNDURN PL,12090053000,TH-Two & 1/2 Storey,2020,9,"$280,000","$291,200"
32 DUNDURN PL,12090054000,TH-Two & 1/2 Storey,2019,8,"$389,900","$422,300"
50 DUNDURN PL,12082994000,TH-Two & 1/2 Storey,2021,2,"$385,500","$388,200"
70 ETHELBERT ST,12082728000,TH-Two & 1/2 Storey,2020,8,"$562,000","$588,400"
130 ETHELBERT ST 1,12082691000,TH-Two & 1/2 Storey,2019,4,"$420,000","$454,900"
142 ETHELBERT ST,12082688000,TS-Two Storey,2019,7,"$424,000","$459,200"
179 ETHELBERT ST,12082794000,TS-Two Storey,2021,2,"$372,500","$375,100"
223 ETHELBERT ST,12082805000,TH-Two & 1/2 Storey,2020,1,"$254,000","$274,800"
25 EVANSON ST,12082129000,TS-Two Storey,2019,6,"$311,500","$337,400"
26 EVANSON ST,12082171000,O3-One & 3/4 Storey,2020,2,"$262,500","$284,000"
27 EVANSON ST,12082128000,O3-One & 3/4 Storey,2019,8,"$352,000","$381,200"
41 EVANSON ST,12082122000,TH-Two & 1/2 Storey,2020,6,"$347,000","$368,200"
54 EVANSON ST,12082162000,TH-Two & 1/2 Storey,2019,10,"$320,000","$346,600"
117 EVANSON ST,12082213000,TH-Two & 1/2 Storey,2019,6,"$342,000","$370,400"
126 EVANSON ST,12082187000,TH-Two & 1/2 Storey,2020,11,"$444,126","$456,100"
140 EVANSON ST,12082181000,TH-Two & 1/2 Storey,2020,2,"$250,000","$270,500"
174 EVANSON ST,12082312000,TH-Two & 1/2 Storey,2020,5,"$325,000","$347,100"
196 EVANSON ST,12082305000,O3-One & 3/4 Storey,2020,11,"$285,000","$292,700"
281 EVANSON ST,12082341000,TH-Two & 1/2 Storey,2020,9,"$260,000","$270,400"
281 EVANSON ST,12082341000,TH-Two & 1/2 Storey,2021,3,"$285,000","$285,000"
35 FAWCETT AVE,12090162000,O3-One & 3/4 Storey,2021,1,"$381,535","$386,500"
36 FAWCETT AVE,12090175000,TS-Two Storey,2020,10,"$425,000","$439,500"
121 GARFIELD ST S,12081251000,O3-One & 3/4 Storey,2019,8,"$345,000","$373,600"
146 GARFIELD ST S,12081243000,OS-One Storey,2019,12,"$326,000","$353,100"
154 GARFIELD ST S,12081247000,OH-One & 1/2 Storey,2019,9,"$318,000","$344,400"
155 GARFIELD ST S,12081268000,OS-One Storey,2019,9,"$315,000","$341,100"
233 GARFIELD ST S,12081354000,O3-One & 3/4 Storey,2019,7,"$375,000","$406,100"
240 GARFIELD ST S,12081336000,TS-Two Storey,2020,7,"$424,900","$447,800"
255 GARFIELD ST S,12081361000,TS-Two Storey,2020,1,"$325,000","$351,700"
445 GREENWOOD PL,12081050000,TH-Two & 1/2 Storey,2020,10,"$558,000","$577,000"
459 GREENWOOD PL,12081056000,TH-Two & 1/2 Storey,2020,8,"$365,000","$382,200"
464 GREENWOOD PL,12081015000,TH-Two & 1/2 Storey,2019,11,"$430,000","$465,700"
495 GREENWOOD PL,12081060000,TH-Two & 1/2 Storey,2019,12,"$421,000","$455,900"
497 GREENWOOD PL,12081061000,TH-Two & 1/2 Storey,2020,5,"$325,000","$347,100"
499 GREENWOOD PL,12081062000,TH-Two & 1/2 Storey,2019,1,"$295,000","$319,800"
513 GREENWOOD PL,12081070000,TH-Two & 1/2 Storey,2021,2,"$395,000","$397,800"
538 GREENWOOD PL,12080999000,TH-Two & 1/2 Storey,2021,1,"$305,000","$309,000"
32 HOME ST,12082425000,TH-Two & 1/2 Storey,2020,9,"$552,500","$574,600"
179 HOME ST,12082508000,TH-Two & 1/2 Storey,2020,7,"$370,000","$390,000"
181 HOME ST,12082509000,TH-Two & 1/2 Storey,2019,11,"$380,000","$411,500"
197 HOME ST,12082517000,TH-Two & 1/2 Storey,2021,1,"$376,000","$380,900"
796 HONEYMAN AVE,12083127000,TH-Two & 1/2 Storey,2019,9,"$200,000","$216,600"
820 HONEYMAN AVE,12083099000,TH-Two & 1/2 Storey,2020,3,"$336,900","$364,500"
834 HONEYMAN AVE,12082860000,OH-One & 1/2 Storey,2019,7,"$362,000","$392,000"
