Property Address,Roll Number,Building Type,Sale Year,Sale Month,Sale Price,Time Adjust Sale Price
140 INKSTER BLVD,14070109000,O3-One & 3/4 Storey,2020,3,"$178,000","$191,500"
149 INKSTER BLVD,14070073000,OS-One Storey,2020,10,"$180,000","$185,600"
157 INKSTER BLVD,14070078000,O3-One & 3/4 Storey,2019,1,"$179,900","$198,400"
157 INKSTER BLVD,14070078000,O3-One & 3/4 Storey,2019,5,"$215,000","$235,400"
162 INKSTER BLVD,14070099000,OS-One Storey,2019,5,"$186,000","$203,700"
162 INKSTER BLVD,14070099000,OS-One Storey,2020,11,"$205,000","$210,100"
165 INKSTER BLVD,14070082000,O3-One & 3/4 Storey,2019,6,"$210,000","$229,500"
167 INKSTER BLVD,14070083000,OS-One Storey,2019,2,"$172,000","$189,400"
167 INKSTER BLVD,14070083000,OS-One Storey,2021,3,"$206,000","$206,000"
171 INKSTER BLVD,14070085000,O3-One & 3/4 Storey,2020,7,"$187,500","$196,900"
20 LANSDOWNE AVE,14100122735,OS-One Storey,2020,5,"$205,000","$217,900"
31 LANSDOWNE AVE,14070265000,O3-One & 3/4 Storey,2020,9,"$200,000","$207,400"
39 LANSDOWNE AVE,14070261000,OS-One Storey,2020,12,"$125,000","$127,300"
40 LANSDOWNE AVE,14070297000,O3-One & 3/4 Storey,2019,2,"$186,000","$204,800"
44 LANSDOWNE AVE,14070295000,OS-One Storey,2020,10,"$172,000","$177,300"
57 LANSDOWNE AVE,14070249000,O3-One & 3/4 Storey,2020,12,"$259,000","$263,700"
61 LANSDOWNE AVE,14070247000,TS-Two Storey,2019,7,"$254,000","$277,100"
63 LANSDOWNE AVE,14070246100,TS-Two Storey,2020,9,"$232,000","$240,600"
90 LANSDOWNE AVE,14070168000,O3-One & 3/4 Storey,2019,9,"$135,000","$146,700"
96 LANSDOWNE AVE,14070165000,O3-One & 3/4 Storey,2020,12,"$146,500","$149,100"
97 LANSDOWNE AVE,14070229000,O3-One & 3/4 Storey,2020,4,"$189,900","$203,000"
101 LANSDOWNE AVE,14070227000,OS-One Storey,2019,7,"$208,000","$226,900"
109 LANSDOWNE AVE,14070223000,OS-One Storey,2020,6,"$275,000","$290,400"
121 LANSDOWNE AVE,14070218000,O3-One & 3/4 Storey,2020,10,"$199,000","$205,200"
130 LANSDOWNE AVE,14070145000,TS-Two Storey,2020,11,"$370,500","$379,800"
172 LANSDOWNE AVE,14070049000,OS-One Storey,2019,3,"$227,500","$250,000"
7 LUXTON AVE,14061153000,O3-One & 3/4 Storey,2019,6,"$195,000","$213,100"
36 LUXTON AVE,14061139000,OH-One & 1/2 Storey,2021,3,"$262,500","$262,500"
44 LUXTON AVE,14061135000,TS-Two Storey,2019,7,"$253,000","$276,000"
44 LUXTON AVE,14061135000,TS-Two Storey,2020,5,"$233,000","$247,700"
50 LUXTON AVE,14061132000,OS-One Storey,2020,4,"$130,000","$139,000"
58 LUXTON AVE,14061129000,TS-Two Storey,2019,5,"$216,580","$237,200"
118 LUXTON AVE,14061353000,TS-Two Storey,2021,1,"$260,000","$263,100"
138 LUXTON AVE,14061345000,O3-One & 3/4 Storey,2019,9,"$219,000","$238,100"
149 LUXTON AVE,14061395000,OH-One & 1/2 Storey,2020,12,"$218,000","$221,900"
176 LUXTON AVE,14061330000,OS-One Storey,2020,2,"$163,900","$176,700"
47 MATHESON AVE E,14071708000,TS-Two Storey,2019,3,"$345,000","$379,200"
52 MATHESON AVE E,14100130490,TS-Two Storey,2019,1,"$300,291","$331,200"
54 MATHESON AVE E,14100130485,TS-Two Storey,2019,4,"$305,233","$334,800"
55 MATHESON AVE E,14071705000,OH-One & 1/2 Storey,2020,4,"$178,000","$190,300"
57 MATHESON AVE E,14071704000,OH-One & 1/2 Storey,2020,12,"$224,900","$228,900"
59 MATHESON AVE E,14071703000,TH-Two & 1/2 Storey,2020,12,"$301,059","$306,500"
67 MATHESON AVE E,14071699000,OS-One Storey,2019,10,"$176,900","$191,900"
85 MATHESON AVE E,14071696000,OS-One Storey,2019,3,"$227,000","$249,500"
130 MATHESON AVE E,14071801000,TS-Two Storey,2019,5,"$319,000","$349,300"
136 MATHESON AVE E,14071805000,OS-One Storey,2019,9,"$205,000","$222,800"
155 MATHESON AVE E,14071960000,TS-Two Storey,2020,12,"$320,000","$325,800"
160 MATHESON AVE E,14071818000,TS-Two Storey,2020,12,"$292,000","$297,300"
163 MATHESON AVE E,14071956000,OH-One & 1/2 Storey,2021,3,"$292,000","$292,000"
187 MATHESON AVE E,14071941000,OH-One & 1/2 Storey,2021,1,"$300,000","$303,600"
31 POLSON AVE,14061098000,OS-One Storey,2019,12,"$205,000","$221,800"
51 POLSON AVE,14061107000,OS-One Storey,2019,12,"$210,000","$227,200"
67 POLSON AVE,14061113000,OS-One Storey,2020,10,"$172,000","$177,300"
69 POLSON AVE,14061114000,OH-One & 1/2 Storey,2020,9,"$249,900","$259,100"
114 POLSON AVE,14061259000,O3-One & 3/4 Storey,2019,10,"$167,500","$181,700"
158 POLSON AVE,14061237000,TS-Two Storey,2019,7,"$332,500","$362,800"
171 POLSON AVE,14061316000,O3-One & 3/4 Storey,2020,11,"$150,000","$153,800"
172 POLSON AVE,14061232000,TS-Two Storey,2019,2,"$245,000","$269,700"
174 POLSON AVE,14061231000,OH-One & 1/2 Storey,2020,9,"$212,000","$219,800"
51 SCOTIA ST,14060000000,TH-Two & 1/2 Storey,2019,10,"$432,000","$468,700"
110 SCOTIA ST,14100129805,TS-Two Storey,2021,3,"$314,826","$314,800"
118 SCOTIA ST,14070376000,O3-One & 3/4 Storey,2019,9,"$235,000","$255,400"
118 SCOTIA ST,14070376000,O3-One & 3/4 Storey,2020,9,"$295,000","$305,900"
160 SCOTIA ST,14070279000,OH-One & 1/2 Storey,2020,10,"$326,000","$336,100"
163 SCOTIA ST,14071747000,TS-Two Storey,2019,2,"$465,000","$512,000"
166 SCOTIA ST,14071748000,O3-One & 3/4 Storey,2021,2,"$396,166","$398,500"
170 SCOTIA ST,14071749000,TS-Two Storey,2019,1,"$282,500","$311,600"
197 SCOTIA ST,14071720000,TS-Two Storey,2020,6,"$385,000","$406,600"
201 SCOTIA ST,14071722000,OH-One & 1/2 Storey,2020,9,"$400,000","$414,800"
220 BELMONT AVE,11020643000,BL-Bi-Level,2019,9,"$279,900","$304,300"
226 BELMONT AVE,11051773900,BL-Bi-Level,2020,1,"$280,000","$302,400"
239 BELMONT AVE,11020615000,OH-One & 1/2 Storey,2019,8,"$152,500","$166,100"
259 BELMONT AVE,11020721000,OS-One Storey,2020,10,"$232,600","$239,800"
261 BELMONT AVE,11020720000,OS-One Storey,2020,10,"$312,790","$322,500"
262 BELMONT AVE,11020738000,OS-One Storey,2019,6,"$273,000","$298,400"
273 BELMONT AVE,11020714000,OS-One Storey,2020,12,"$234,000","$238,200"
284 BELMONT AVE,11020729000,OS-One Storey,2020,1,"$160,000","$172,800"
311 BELMONT AVE,11051798200,OH-One & 1/2 Storey,2020,12,"$241,000","$245,300"
326 BELMONT AVE,11020822000,OS-One Storey,2020,5,"$182,000","$193,500"
338 BELMONT AVE,11020818000,OS-One Storey,2020,12,"$305,000","$310,500"
342 BELMONT AVE,11020817000,OS-One Storey,2019,7,"$154,000","$168,000"
345 BELMONT AVE,11020798000,OS-One Storey,2019,8,"$260,000","$283,100"
350 BELMONT AVE,11020813000,OS-One Storey,2020,1,"$129,000","$139,300"
358 BELMONT AVE,11020810000,OS-One Storey,2019,9,"$190,000","$206,500"
379 BELMONT AVE,11020880700,OS-One Storey,2019,9,"$240,000","$260,900"
390 BELMONT AVE,11020894000,OS-One Storey,2019,4,"$152,500","$167,300"
404 BELMONT AVE,11051798505,OH-One & 1/2 Storey,2021,2,"$190,000","$191,100"
436 BELMONT AVE,11020916000,OS-One Storey,2020,8,"$269,500","$281,400"
445 BELMONT AVE,11020963000,OS-One Storey,2019,3,"$265,000","$291,200"
449 BELMONT AVE,11020964000,OS-One Storey,2019,7,"$281,000","$306,600"
482 BELMONT AVE,11021005000,OS-One Storey,2021,2,"$275,000","$276,700"
526 BELMONT AVE,11021024000,OS-One Storey,2020,8,"$240,000","$250,600"
225 BURRIN AVE,11021262000,OS-One Storey,2019,9,"$213,000","$231,500"
229 BURRIN AVE,11021261000,OS-One Storey,2019,8,"$189,900","$206,800"
240 BURRIN AVE,11021282000,O3-One & 3/4 Storey,2020,11,"$240,000","$246,000"
269 BURRIN AVE,11021297000,OS-One Storey,2020,8,"$252,000","$263,100"
299 BURRIN AVE,11021287000,OS-One Storey,2020,1,"$210,000","$226,800"
322 BURRIN AVE,11021331000,OS-One Storey,2019,9,"$270,000","$293,500"
354 BURRIN AVE,11021339000,OS-One Storey,2020,12,"$257,500","$262,100"
365 BURRIN AVE,11021352000,OS-One Storey,2019,4,"$272,500","$298,900"
418 BURRIN AVE,11021381000,OS-One Storey,2020,12,"$306,000","$311,500"
445 BURRIN AVE,11021370000,TS-Two Storey,2020,4,"$290,000","$310,000"
450 BURRIN AVE,11021389000,OS-One Storey,2020,10,"$340,000","$350,500"
497 BURRIN AVE,11021397000,OS-One Storey,2019,7,"$241,000","$262,900"
228 ENNISKILLEN AVE,11010198000,OH-One & 1/2 Storey,2020,1,"$255,000","$275,400"
240 ENNISKILLEN AVE,11010195000,TS-Two Storey,2019,7,"$265,000","$289,100"
269 ENNISKILLEN AVE,11010806000,OS-One Storey,2020,9,"$304,000","$315,200"
346 ENNISKILLEN AVE,11010321000,OS-One Storey,2019,7,"$208,000","$226,900"
362 ENNISKILLEN AVE,11010416000,OH-One & 1/2 Storey,2020,5,"$210,000","$223,200"
380 ENNISKILLEN AVE,11010407000,TS-Two Storey,2019,7,"$260,000","$283,700"
381 ENNISKILLEN AVE,11010913000,OS-One Storey,2020,1,"$299,900","$323,900"
436 ENNISKILLEN AVE,11010394000,TS-Two Storey,2019,11,"$245,000","$265,300"
477 ENNISKILLEN AVE,11011020000,OS-One Storey,2019,8,"$163,990","$178,600"
508 ENNISKILLEN AVE,11010622000,OH-One & 1/2 Storey,2020,7,"$275,000","$288,800"
211 FORREST AVE,11030082000,OS-One Storey,2020,6,"$225,000","$237,600"
211 FORREST AVE,11030082000,OS-One Storey,2020,10,"$315,000","$324,800"
242 FORREST AVE,11051798375,OS-One Storey,2020,5,"$170,000","$180,700"
258 FORREST AVE,11030052000,OS-One Storey,2020,8,"$203,000","$211,900"
270 FORREST AVE,11030057000,OS-One Storey,2019,2,"$190,000","$209,200"
279 FORREST AVE,11030181000,OH-One & 1/2 Storey,2021,2,"$240,000","$241,400"
289 FORREST AVE,11030184000,OS-One Storey,2021,3,"$185,000","$185,000"
302 FORREST AVE,11030146000,OS-One Storey,2019,3,"$241,000","$264,900"
441 FORREST AVE,11030295000,OS-One Storey,2020,8,"$205,000","$214,000"
213 HARTFORD AVE,11020660000,OS-One Storey,2020,8,"$203,000","$211,900"
224 HARTFORD AVE,11020397000,OS-One Storey,2019,3,"$160,000","$175,800"
267 HARTFORD AVE,11020752000,OS-One Storey,2020,7,"$255,000","$267,800"
321 HARTFORD AVE,11020840000,OS-One Storey,2019,10,"$210,000","$227,900"
365 HARTFORD AVE,11020914000,OS-One Storey,2019,7,"$240,000","$261,800"
394 HARTFORD AVE,11020481000,OH-One & 1/2 Storey,2020,7,"$210,000","$220,500"
479 HARTFORD AVE,11021012000,OS-One Storey,2019,11,"$252,000","$272,900"
506 HARTFORD AVE,11020533000,OS-One Storey,2019,9,"$235,000","$255,400"
541 HARTFORD AVE,11021017000,OS-One Storey,2019,6,"$200,000","$218,600"
237 JEFFERSON AVE,11020187000,OS-One Storey,2020,10,"$194,900","$200,900"
269 JEFFERSON AVE,11020148000,OS-One Storey,2020,8,"$205,000","$214,000"
293 JEFFERSON AVE,11020157000,OH-One & 1/2 Storey,2019,7,"$162,500","$177,300"
293 JEFFERSON AVE,11020157000,OH-One & 1/2 Storey,2020,9,"$252,000","$261,300"
322 JEFFERSON AVE,11051797930,OS-One Storey,2020,6,"$145,000","$153,100"
333 JEFFERSON AVE,11020121000,OS-One Storey,2020,11,"$195,000","$199,900"
400 JEFFERSON AVE,11010948000,OH-One & 1/2 Storey,2019,8,"$210,000","$228,700"
533 JEFFERSON AVE,11020001000,OS-One Storey,2020,11,"$278,000","$285,000"
537 JEFFERSON AVE,11020002000,OS-One Storey,2020,5,"$260,000","$276,400"
538 JEFFERSON AVE,11051785100,OS-One Storey,2020,7,"$189,500","$199,000"
213 KILBRIDE AVE,11020592500,BL-Bi-Level,2019,11,"$235,000","$254,500"
215 KILBRIDE AVE,11020592000,OH-One & 1/2 Storey,2020,8,"$160,000","$167,000"
217 KILBRIDE AVE,11020591000,OS-One Storey,2020,5,"$167,500","$178,100"
221 KILBRIDE AVE,11020589000,OS-One Storey,2020,7,"$185,000","$194,300"
230 KILBRIDE AVE,11020604000,OS-One Storey,2020,7,"$158,800","$166,700"
233 KILBRIDE AVE,11051796700,BL-Bi-Level,2019,4,"$257,000","$281,900"
242 KILBRIDE AVE,11020600000,OS-One Storey,2019,7,"$149,000","$162,600"
251 KILBRIDE AVE,11020577000,OS-One Storey,2019,1,"$180,000","$198,500"
265 KILBRIDE AVE,11020680000,BL-Bi-Level,2020,2,"$319,671","$344,600"
270 KILBRIDE AVE,11020696000,OS-One Storey,2019,3,"$230,000","$252,800"
278 KILBRIDE AVE,11020693000,OS-One Storey,2020,1,"$132,500","$143,100"
286 KILBRIDE AVE,11020690000,OH-One & 1/2 Storey,2020,8,"$189,000","$197,300"
299 KILBRIDE AVE,11020668000,OS-One Storey,2020,8,"$195,000","$203,600"
329 KILBRIDE AVE,11020768000,OS-One Storey,2021,3,"$165,000","$165,000"
340 KILBRIDE AVE,11020783000,OS-One Storey,2021,2,"$218,200","$219,500"
397 KILBRIDE AVE,11020847000,OS-One Storey,2020,9,"$240,000","$248,900"
403 KILBRIDE AVE,11020844000,OS-One Storey,2020,9,"$200,000","$207,400"
446 KILBRIDE AVE,11051798410,TS-Two Storey,2019,11,"$306,202","$331,600"
448 KILBRIDE AVE,11020961000,OS-One Storey,2019,10,"$152,000","$164,900"
494 KILBRIDE AVE,11020994000,OS-One Storey,2019,8,"$244,000","$265,700"
505 KILBRIDE AVE,11021032000,OS-One Storey,2019,5,"$289,000","$316,500"
506 KILBRIDE AVE,11021043000,OS-One Storey,2020,6,"$215,000","$227,000"
509 KILBRIDE AVE,11021031000,OS-One Storey,2020,9,"$315,000","$326,700"
335 KINGSBURY AVE,11030124600,TS-Two Storey,2019,4,"$178,000","$195,300"
335 KINGSBURY AVE,11030124600,TS-Two Storey,2019,10,"$215,000","$233,300"
337 KINGSBURY AVE,11030124400,TS-Two Storey,2019,3,"$215,000","$236,300"
353 KINGSBURY AVE,11030245000,TS-Two Storey,2019,6,"$299,900","$327,800"
202 LEILA AVE,11030501000,OS-One Storey,2019,5,"$280,000","$306,600"
204 LEILA AVE,11030502000,OS-One Storey,2019,4,"$118,000","$129,400"
226 LEILA AVE,11030509000,OH-One & 1/2 Storey,2019,1,"$239,000","$263,600"
266 LEILA AVE,11030534000,OS-One Storey,2020,8,"$177,200","$185,000"
294 LEILA AVE,11030545000,OS-One Storey,2019,10,"$255,000","$276,700"
298 LEILA AVE,11030546000,OS-One Storey,2019,11,"$232,500","$251,800"
291 MATHESON AVE,14072072000,TS-Two Storey,2020,7,"$345,000","$362,300"
302 MATHESON AVE,14072111000,O3-One & 3/4 Storey,2020,7,"$245,900","$258,200"
309 MATHESON AVE,14072103000,TS-Two Storey,2019,12,"$271,000","$293,200"
326 MATHESON AVE,14072172000,TS-Two Storey,2020,11,"$360,000","$369,000"
334 MATHESON AVE,14072170000,OS-One Storey,2019,6,"$326,000","$356,300"
366 MATHESON AVE,14072162000,OH-One & 1/2 Storey,2021,1,"$320,000","$323,800"
374 MATHESON AVE,14072160000,TS-Two Storey,2019,4,"$375,000","$411,400"
467 MATHESON AVE,14072288000,OS-One Storey,2019,5,"$265,000","$290,200"
481 MATHESON AVE,14072283000,O3-One & 3/4 Storey,2019,8,"$215,000","$234,100"
487 MATHESON AVE,14100130110,BL-Bi-Level,2019,12,"$264,535","$286,200"
500 MATHESON AVE,14072338000,OH-One & 1/2 Storey,2019,5,"$200,000","$219,000"
500 MATHESON AVE,14072338000,OH-One & 1/2 Storey,2019,11,"$271,000","$293,500"
532 MATHESON AVE,11010025000,TS-Two Storey,2019,11,"$355,000","$384,500"
540 MATHESON AVE,11010022000,O3-One & 3/4 Storey,2020,1,"$130,000","$140,400"
540 MATHESON AVE,11010022000,O3-One & 3/4 Storey,2020,9,"$262,000","$271,700"
549 MATHESON AVE,11010086000,OS-One Storey,2019,4,"$162,500","$178,300"
553 MATHESON AVE,11010088000,BL-Bi-Level,2021,2,"$280,000","$281,700"
579 MATHESON AVE,11010100000,OS-One Storey,2019,5,"$177,500","$194,400"
590 MATHESON AVE,11010127000,O3-One & 3/4 Storey,2019,6,"$235,000","$256,900"
591 MATHESON AVE,11010104000,OS-One Storey,2020,10,"$187,000","$192,800"
596 MATHESON AVE,11010125000,OH-One & 1/2 Storey,2019,9,"$246,500","$267,900"
627 MATHESON AVE,11010115000,OH-One & 1/2 Storey,2020,6,"$286,130","$302,200"
635 MATHESON AVE,11010176000,OS-One Storey,2019,8,"$310,000","$337,600"
639 MATHESON AVE,11010175000,OS-One Storey,2020,7,"$193,000","$202,700"
639 MATHESON AVE,11010175000,OS-One Storey,2020,11,"$309,000","$316,700"
650 MATHESON AVE,11010184000,OS-One Storey,2020,7,"$295,000","$309,800"
675 MATHESON AVE,11010166000,OS-One Storey,2020,6,"$298,500","$315,200"
231 MCADAM AVE,14071991000,OS-One Storey,2019,8,"$205,000","$223,200"
257 MCADAM AVE,14071979000,BL-Bi-Level,2020,9,"$275,000","$285,200"
281 MCADAM AVE,14072057000,O3-One & 3/4 Storey,2021,3,"$270,000","$270,000"
291 MCADAM AVE,14072054000,TS-Two Storey,2019,9,"$290,000","$315,200"
292 MCADAM AVE,14072064000,OS-One Storey,2021,3,"$240,200","$240,200"
366 MCADAM AVE,14072130000,OS-One Storey,2020,9,"$254,000","$263,400"
373 MCADAM AVE,14072113000,TS-Two Storey,2020,6,"$277,000","$292,500"
374 MCADAM AVE,14072128000,TS-Two Storey,2019,10,"$262,500","$284,800"
419 MCADAM AVE,14072185000,TS-Two Storey,2020,8,"$334,700","$349,400"
462 MCADAM AVE,14072260100,OH-One & 1/2 Storey,2019,12,"$232,000","$251,000"
478 MCADAM AVE,14072265000,OS-One Storey,2019,7,"$172,500","$188,200"
480 MCADAM AVE,14072266000,OS-One Storey,2020,9,"$250,000","$259,300"
495 MCADAM AVE,14100130635,OS-One Storey,2020,11,"$165,900","$170,000"
506 MCADAM AVE,14072325000,TS-Two Storey,2021,3,"$347,500","$347,500"
529 MCADAM AVE,11010001000,OS-One Storey,2019,1,"$243,000","$268,000"
543 MCADAM AVE,11010054000,OH-One & 1/2 Storey,2020,10,"$250,000","$257,800"
551 MCADAM AVE,11010051000,BL-Bi-Level,2020,8,"$271,000","$282,900"
560 MCADAM AVE,11010078000,OS-One Storey,2019,1,"$230,000","$253,700"
591 MCADAM AVE,11010040000,OH-One & 1/2 Storey,2019,7,"$228,000","$248,700"
615A MCADAM AVE,11051781600,BL-Bi-Level,2019,3,"$260,000","$285,700"
646 MCADAM AVE,11010162000,OS-One Storey,2019,10,"$290,000","$314,700"
221 PERTH AVE,11020414000,OS-One Storey,2019,2,"$197,500","$217,400"
270 PERTH AVE,11020229000,OS-One Storey,2020,8,"$265,000","$276,700"
284 PERTH AVE,11020222000,OH-One & 1/2 Storey,2020,6,"$230,000","$242,900"
286 PERTH AVE,11020221000,OS-One Storey,2019,10,"$195,000","$211,600"
317 PERTH AVE,11020467000,OS-One Storey,2021,2,"$135,000","$135,800"
325 PERTH AVE,11020471000,OS-One Storey,2020,5,"$150,000","$159,500"
327 PERTH AVE,11020472000,O3-One & 3/4 Storey,2020,3,"$263,900","$284,000"
428 PERTH AVE,11020342000,OS-One Storey,2019,5,"$270,000","$295,700"
436 PERTH AVE,11020344000,OS-One Storey,2019,10,"$245,000","$265,800"
447 PERTH AVE,11020527000,OS-One Storey,2019,7,"$256,500","$279,800"
461 PERTH AVE,11020530000,OS-One Storey,2020,3,"$326,000","$350,800"
471 PERTH AVE,11020543000,TS-Two Storey,2021,1,"$350,000","$354,200"
507 PERTH AVE,11020553000,OS-One Storey,2020,11,"$306,400","$314,100"
553 PERTH AVE,11020568000,OS-One Storey,2019,11,"$265,000","$287,000"
4 ROYAL CRES,11030362000,OS-One Storey,2020,6,"$313,000","$330,500"
13 ROYAL CRES,11030357000,OS-One Storey,2020,5,"$270,000","$287,000"
19 ROYAL CRES,11030350000,OS-One Storey,2020,1,"$315,000","$340,200"
21 ROYAL CRES,11030348000,OS-One Storey,2019,9,"$239,000","$259,800"
29 ROYAL CRES,11030341000,OS-One Storey,2020,12,"$304,500","$310,000"
221 ROYAL AVE,11030078000,OS-One Storey,2021,2,"$158,800","$159,800"
229 ROYAL AVE,11030073000,OS-One Storey,2019,9,"$120,000","$130,400"
229 ROYAL AVE,11030073000,OS-One Storey,2021,3,"$169,900","$169,900"
331 ROYAL AVE,11030167000,OS-One Storey,2019,8,"$235,000","$255,900"
356 ROYAL AVE,11030243000,OS-One Storey,2019,10,"$173,000","$187,700"
356 ROYAL AVE,11030243000,OS-One Storey,2020,1,"$247,000","$266,800"
359 ROYAL AVE,11051798320,BL-Bi-Level,2019,5,"$274,900","$301,000"
366 ROYAL AVE,11030255000,OS-One Storey,2019,12,"$241,000","$260,800"
373 ROYAL AVE,11030230000,OS-One Storey,2020,7,"$172,500","$181,100"
381 ROYAL AVE,11030233000,OS-One Storey,2019,6,"$143,000","$156,300"
391 ROYAL AVE,11030236000,OS-One Storey,2019,11,"$292,000","$316,200"
417 ROYAL AVE,11030325000,OS-One Storey,2020,7,"$318,000","$333,900"
441 ROYAL AVE,11030319000,OS-One Storey,2019,8,"$270,000","$294,000"
458 ROYAL AVE,11030327000,OS-One Storey,2019,2,"$287,000","$316,000"
212 RUPERTSLAND AVE,11010226000,OH-One & 1/2 Storey,2021,3,"$269,900","$269,900"
309 RUPERTSLAND AVE,11010346000,OS-One Storey,2019,6,"$220,000","$240,500"
313 RUPERTSLAND AVE,11010345000,OS-One Storey,2019,9,"$205,000","$222,800"
325 RUPERTSLAND AVE,11010342000,OS-One Storey,2019,4,"$225,250","$247,100"
328 RUPERTSLAND AVE,11010355000,OH-One & 1/2 Storey,2019,7,"$255,000","$278,200"
353 RUPERTSLAND AVE,11010450000,OS-One Storey,2019,9,"$245,000","$266,300"
354 RUPERTSLAND AVE,11010480000,OH-One & 1/2 Storey,2019,9,"$270,000","$293,500"
355 RUPERTSLAND AVE,11010449000,OS-One Storey,2020,1,"$198,000","$213,800"
360 RUPERTSLAND AVE,11010478000,OH-One & 1/2 Storey,2019,12,"$255,000","$275,900"
368 RUPERTSLAND AVE,11010476000,OS-One Storey,2019,11,"$212,400","$230,000"
368 RUPERTSLAND AVE,11010476000,OS-One Storey,2020,10,"$224,900","$231,900"
377 RUPERTSLAND AVE,11010443000,OS-One Storey,2019,6,"$272,000","$297,300"
408 RUPERTSLAND AVE,11010464000,OS-One Storey,2019,9,"$233,000","$253,300"
441 RUPERTSLAND AVE,11010424000,OS-One Storey,2020,8,"$219,000","$228,600"
444 RUPERTSLAND AVE,11010453000,OS-One Storey,2020,8,"$245,000","$255,800"
461 RUPERTSLAND AVE,11010554000,OS-One Storey,2020,2,"$180,000","$194,000"
461 RUPERTSLAND AVE,11010554000,OS-One Storey,2020,10,"$305,000","$314,500"
496 RUPERTSLAND AVE,11010673000,TS-Two Storey,2019,5,"$260,000","$284,700"
505 RUPERTSLAND AVE,11010646000,OS-One Storey,2019,7,"$230,500","$251,500"
532 RUPERTSLAND AVE,11010664000,OS-One Storey,2019,5,"$237,100","$259,600"
545 RUPERTSLAND AVE,11010636000,OS-One Storey,2020,4,"$271,500","$290,200"
549 RUPERTSLAND AVE,11010635000,OS-One Storey,2019,3,"$297,000","$326,400"
598 RUPERTSLAND AVE,11010578000,OH-One & 1/2 Storey,2020,7,"$288,300","$302,700"
970 SALTER ST,11030132500,OS-One Storey,2019,12,"$275,000","$297,600"
235 SEMPLE AVE,11021221000,OS-One Storey,2019,8,"$150,000","$163,400"
236 SEMPLE AVE,11021233000,OS-One Storey,2020,7,"$150,000","$157,500"
280 SEMPLE AVE,11021209000,OH-One & 1/2 Storey,2019,3,"$215,000","$236,300"
282 SEMPLE AVE,11021208000,OS-One Storey,2019,5,"$198,000","$216,800"
286 SEMPLE AVE,11021206000,OS-One Storey,2020,6,"$137,000","$144,700"
315 SEMPLE AVE,11021162000,OS-One Storey,2020,2,"$252,000","$271,700"
318 SEMPLE AVE,11021195000,OH-One & 1/2 Storey,2020,8,"$160,000","$167,000"
350 SEMPLE AVE,11021183000,OS-One Storey,2020,2,"$331,500","$357,400"
378 SEMPLE AVE,11021141000,OS-One Storey,2019,11,"$194,900","$211,100"
