Property Address,Roll Number,Building Type,Sale Year,Sale Month,Sale Price,Time Adjust Sale Price
177 GORDON AVE,14083577000,OH-ONE & 1/2 STOREY,2016,9,"$140,000","$143,800"
177 GORDON AVE,14083577000,OH-ONE & 1/2 STOREY,2017,8,"$155,444","$157,000"
187 GORDON AVE,14083582000,BL-BI-LEVEL,2018,2,"$220,000","$220,400"
227 GORDON AVE,14083600100,TH-TWO & 1/2 STOREY,2016,4,"$152,000","$157,300"
234 GORDON AVE,14090176000,OS-ONE STOREY,2016,6,"$185,000","$190,900"
234 GORDON AVE,14090176000,OS-ONE STOREY,2017,3,"$239,000","$243,300"
245 GORDON AVE,14083605000,OS-ONE STOREY,2016,11,"$176,000","$180,200"
248 GORDON AVE,14090183000,BL-BI-LEVEL,2016,6,"$258,251","$266,500"
251 GORDON AVE,14083608000,OS-ONE STOREY,2017,10,"$81,000","$81,600"
261 GORDON AVE,14083735000,OS-ONE STOREY,2017,2,"$138,000","$140,600"
159 HARBISON AVE W,14080242000,TS-TWO STOREY,2017,3,"$165,000","$168,000"
168 HARBISON AVE W,14080293000,TH-TWO & 1/2 STOREY,2016,10,"$200,000","$205,000"
170 HARBISON AVE W,14080292000,TH-TWO & 1/2 STOREY,2017,9,"$225,170","$227,200"
174 HARBISON AVE W,14080290000,OS-ONE STOREY,2016,8,"$145,000","$149,100"
178 HARBISON AVE W,14080289000,OH-ONE & 1/2 STOREY,2016,6,"$167,000","$172,300"
206 HARBISON AVE W,14080280000,O3-ONE & 3/4 STOREY,2016,1,"$177,500","$184,400"
210 HARBISON AVE W,14080278000,OS-ONE STOREY,2016,1,"$145,000","$150,700"
214 HARBISON AVE W,14080276000,OH-ONE & 1/2 STOREY,2017,12,"$168,000","$168,700"
218 HARBISON AVE W,14080274000,OS-ONE STOREY,2016,2,"$189,900","$197,100"
244 HARBISON AVE W,14080447500,OS-ONE STOREY,2017,10,"$132,000","$132,900"
252 HARBISON AVE W,14080451000,OS-ONE STOREY,2016,8,"$147,000","$151,100"
254 HARBISON AVE W,14080452000,OS-ONE STOREY,2017,10,"$147,000","$148,000"
274 HARBISON AVE W,14100116600,BL-BI-LEVEL,2017,7,"$230,000","$232,800"
277 HARBISON AVE W,14080421000,OH-ONE & 1/2 STOREY,2016,3,"$165,000","$170,900"
281 HARBISON AVE W,14080423000,OS-ONE STOREY,2016,11,"$80,000","$81,900"
286 HARBISON AVE W,14080464100,O3-ONE & 3/4 STOREY,2017,11,"$160,000","$161,000"
289 HARBISON AVE W,14080426000,TS-TWO STOREY,2016,9,"$180,500","$185,400"
295 HARBISON AVE W,14080429000,OS-ONE STOREY,2017,6,"$118,000","$119,500"
305 HARBISON AVE W,14080430000,OS-ONE STOREY,2017,12,"$113,000","$113,500"
325 HARBISON AVE W,14080438000,BL-BI-LEVEL,2018,3,"$245,000","$245,000"
348 HARBISON AVE W,14080622000,OH-ONE & 1/2 STOREY,2016,8,"$150,000","$154,200"
351 HARBISON AVE W,14080585000,OH-ONE & 1/2 STOREY,2016,3,"$140,000","$145,000"
353 HARBISON AVE W,14080586000,OS-ONE STOREY,2017,6,"$125,000","$126,600"
364 HARBISON AVE W,14080630000,O3-ONE & 3/4 STOREY,2017,9,"$118,000","$119,100"
365 HARBISON AVE W,14080592000,OS-ONE STOREY,2016,3,"$86,500","$89,600"
367 HARBISON AVE W,14080593000,OH-ONE & 1/2 STOREY,2017,6,"$150,000","$152,000"
371 HARBISON AVE W,14080594000,BL-BI-LEVEL,2017,11,"$204,000","$205,200"
373 HARBISON AVE W,14080595000,OH-ONE & 1/2 STOREY,2016,6,"$138,500","$142,900"
378 HARBISON AVE W,14080637000,OH-ONE & 1/2 STOREY,2016,4,"$125,000","$129,400"
391 HARBISON AVE W,14080604000,OS-ONE STOREY,2016,3,"$93,000","$96,300"
413 HARBISON AVE W,14080613000,OS-ONE STOREY,2017,6,"$132,000","$133,700"
420 HARBISON AVE W,14080655000,OS-ONE STOREY,2017,3,"$132,000","$134,400"
433 HARBISON AVE W,14080772000,OS-ONE STOREY,2016,5,"$153,000","$158,000"
434 HARBISON AVE W,14080820000,OS-ONE STOREY,2018,3,"$102,000","$102,000"
457 HARBISON AVE W,14100071000,OH-ONE & 1/2 STOREY,2017,3,"$195,000","$198,500"
466 HARBISON AVE W,14080832000,OH-ONE & 1/2 STOREY,2016,2,"$97,000","$100,700"
476 HARBISON AVE W,14080837000,TS-TWO STOREY,2017,6,"$268,144.20","$271,600"
485 HARBISON AVE W,14080790100,BL-BI-LEVEL,2018,2,"$237,000","$237,500"
495 HARBISON AVE W,14080794100,OS-ONE STOREY,2017,7,"$215,000","$217,600"
513 HARBISON AVE W,14080802200,OS-ONE STOREY,2017,1,"$179,000","$182,800"
481 HENDERSON HWY,2000647000,OS-ONE STOREY,2016,3,"$218,900","$226,800"
487 HENDERSON HWY,2000650000,OH-ONE & 1/2 STOREY,2017,11,"$155,000","$155,900"
223 JAMISON AVE,2000270000,TS-TWO STOREY,2016,5,"$460,000","$475,200"
244 JAMISON AVE,2000332000,O3-ONE & 3/4 STOREY,2016,2,"$119,500","$124,000"
249 JAMISON AVE,2000303000,OH-ONE & 1/2 STOREY,2016,8,"$185,000","$190,200"
281 JAMISON AVE,2000312000,OH-ONE & 1/2 STOREY,2016,2,"$160,000","$166,100"
302 JAMISON AVE,2000352000,OH-ONE & 1/2 STOREY,2017,7,"$184,000","$186,200"
330 JAMISON AVE,2000360000,OS-ONE STOREY,2017,11,"$139,900","$140,700"
335 JAMISON AVE,2000329000,OS-ONE STOREY,2018,3,"$160,000","$160,000"
346 JAMISON AVE,2000385000,TS-TWO STOREY,2016,6,"$242,380.90","$250,100"
351 JAMISON AVE,2000366000,OS-ONE STOREY,2016,3,"$130,000","$134,700"
365 JAMISON AVE,2000372000,TS-TWO STOREY,2016,5,"$268,000","$276,800"
372 JAMISON AVE,2000392000,OS-ONE STOREY,2017,12,"$95,000","$95,400"
382 JAMISON AVE,2000396000,OS-ONE STOREY,2017,9,"$159,900","$161,300"
385 JAMISON AVE,2000377000,OS-ONE STOREY,2016,8,"$230,000","$236,400"
409 JAMISON AVE,2040311000,OH-ONE & 1/2 STOREY,2017,8,"$135,000","$136,400"
421 JAMISON AVE,2040315000,BL-BI-LEVEL,2016,11,"$256,500","$262,700"
431 JAMISON AVE,2040319000,BL-BI-LEVEL,2017,7,"$222,500","$225,200"
443 JAMISON AVE,2040323000,OS-ONE STOREY,2016,7,"$140,000","$144,200"
462 JAMISON AVE,2040390000,BL-BI-LEVEL,2016,11,"$258,000","$264,200"
484 JAMISON AVE,2040398000,OS-ONE STOREY,2016,12,"$20,000","$20,400"
485 JAMISON AVE,2040346000,BL-BI-LEVEL,2017,9,"$250,000","$252,300"
506 JAMISON AVE,2062807490,OS-ONE STOREY,2016,8,"$169,000","$173,700"
519 JAMISON AVE,2040357000,OS-ONE STOREY,2016,9,"$147,500","$151,500"
555 JAMISON AVE,2040371000,OS-ONE STOREY,2017,5,"$133,000","$135,000"
570 JAMISON AVE,2040427000,OS-ONE STOREY,2016,7,"$195,000","$200,900"
572 JAMISON AVE,2040428000,OS-ONE STOREY,2016,2,"$218,000","$226,300"
581 JAMISON AVE,2040380000,OS-ONE STOREY,2016,9,"$145,000","$148,900"
594 JAMISON AVE,2040435000,BL-BI-LEVEL,2016,1,"$232,000","$241,000"
176 JOHNSON AVE W,14100128085,TS-TWO STOREY,2017,6,"$190,000","$192,500"
184 JOHNSON AVE W,14082977000,OS-ONE STOREY,2018,2,"$80,000","$80,200"
185 JOHNSON AVE W,14082828000,O3-ONE & 3/4 STOREY,2017,3,"$174,500","$177,600"
186 JOHNSON AVE W,14082976000,OS-ONE STOREY,2017,2,"$122,500","$124,800"
288 JOHNSON AVE W,14082938000,OS-ONE STOREY,2016,4,"$109,000","$112,800"
292 JOHNSON AVE W,14100123565,TS-TWO STOREY,2016,4,"$249,900","$258,600"
294 JOHNSON AVE W,14100123570,TS-TWO STOREY,2016,3,"$250,000","$259,000"
302 JOHNSON AVE W,14082932000,OS-ONE STOREY,2017,8,"$155,000","$156,600"
303 JOHNSON AVE W,14082869300,BL-BI-LEVEL,2016,5,"$210,000","$216,900"
304 JOHNSON AVE W,14082931000,OS-ONE STOREY,2016,11,"$135,000","$138,200"
319 JOHNSON AVE W,14082875000,OS-ONE STOREY,2017,4,"$115,500","$117,300"
339 JOHNSON AVE W,14082885000,TS-TWO STOREY,2017,4,"$294,000","$298,700"
239 LARSEN AVE,2000014000,OS-ONE STOREY,2016,11,"$158,900","$162,700"
257 LARSEN AVE,2000020000,O3-ONE & 3/4 STOREY,2016,6,"$185,000","$190,900"
260 LARSEN AVE,2000105000,OS-ONE STOREY,2016,4,"$112,500","$116,400"
260 LARSEN AVE,2000105000,OS-ONE STOREY,2016,9,"$180,000","$184,900"
269 LARSEN AVE,2000023000,OH-ONE & 1/2 STOREY,2016,4,"$96,000","$99,400"
269 LARSEN AVE,2000023000,OH-ONE & 1/2 STOREY,2017,2,"$199,900","$203,700"
355 LARSEN AVE,2000049000,OH-ONE & 1/2 STOREY,2017,7,"$173,500","$175,600"
371 LARSEN AVE,2000054000,TS-TWO STOREY,2016,9,"$328,900","$337,800"
385 LARSEN AVE,2000058000,OH-ONE & 1/2 STOREY,2017,3,"$225,000","$229,100"
415 LARSEN AVE,2040005100,BL-BI-LEVEL,2017,10,"$220,000","$221,500"
428 LARSEN AVE,2040057000,O3-ONE & 3/4 STOREY,2016,10,"$172,000","$176,300"
477 LARSEN AVE,2040021000,OS-ONE STOREY,2016,3,"$183,000","$189,600"
481 LARSEN AVE,2040022000,OH-ONE & 1/2 STOREY,2016,7,"$182,000","$187,500"
491 LARSEN AVE,2040025000,OS-ONE STOREY,2018,1,"$140,000","$140,400"
517 LARSEN AVE,2040065000,OS-ONE STOREY,2017,5,"$127,000","$128,900"
521 LARSEN AVE,2040067000,OH-ONE & 1/2 STOREY,2018,1,"$177,900","$178,400"
525 LARSEN AVE,2040068000,TS-TWO STOREY,2017,2,"$190,000","$193,600"
541 LARSEN AVE,2062782600,BL-BI-LEVEL,2016,5,"$249,900","$258,100"
550 LARSEN AVE,2040087000,OS-ONE STOREY,2017,10,"$160,444","$161,600"
559 LARSEN AVE,2040079000,OS-ONE STOREY,2016,8,"$149,000","$153,200"
153 MARTIN AVE W,14080302000,OH-ONE & 1/2 STOREY,2016,10,"$171,000","$175,300"
163 MARTIN AVE W,14080304000,OH-ONE & 1/2 STOREY,2016,4,"$240,000","$248,400"
165 MARTIN AVE W,14080305000,OS-ONE STOREY,2017,8,"$165,000","$166,700"
172 MARTIN AVE W,14080346000,OH-ONE & 1/2 STOREY,2017,7,"$230,000","$232,800"
177 MARTIN AVE W,14080311000,OS-ONE STOREY,2016,9,"$134,900","$138,500"
188 MARTIN AVE W,14080341000,OH-ONE & 1/2 STOREY,2017,12,"$230,900","$231,800"
223 MARTIN AVE W,14080323000,OH-ONE & 1/2 STOREY,2016,7,"$219,900","$226,500"
231 MARTIN AVE W,14080513100,OH-ONE & 1/2 STOREY,2017,9,"$195,000","$196,800"
237 MARTIN AVE W,14080510000,OH-ONE & 1/2 STOREY,2017,8,"$135,000","$136,400"
239 MARTIN AVE W,14080509000,O3-ONE & 3/4 STOREY,2017,5,"$175,000","$177,600"
253 MARTIN AVE W,14080504000,OS-ONE STOREY,2016,7,"$110,000","$113,300"
258 MARTIN AVE W,14080525000,OH-ONE & 1/2 STOREY,2016,9,"$145,000","$148,900"
300 MARTIN AVE W,14080536000,TS-TWO STOREY,2017,8,"$215,000","$217,200"
337 MARTIN AVE W,14080693000,OS-ONE STOREY,2017,11,"$171,000","$172,000"
367 MARTIN AVE W,14080681000,OS-ONE STOREY,2016,6,"$140,000","$144,500"
373 MARTIN AVE W,14080677000,OS-ONE STOREY,2016,6,"$172,500","$178,000"
402 MARTIN AVE W,14080721000,OH-ONE & 1/2 STOREY,2016,12,"$115,000","$117,500"
405 MARTIN AVE W,14080666000,OS-ONE STOREY,2017,7,"$80,000","$81,000"
406 MARTIN AVE W,14080723000,OS-ONE STOREY,2018,2,"$145,000","$145,300"
416 MARTIN AVE W,14080728000,OS-ONE STOREY,2017,11,"$105,000","$105,600"
417 MARTIN AVE W,14080661000,BL-BI-LEVEL,2016,4,"$190,000","$196,700"
419 MARTIN AVE W,14080660000,BL-BI-LEVEL,2017,1,"$251,938","$257,200"
429 MARTIN AVE W,14080898100,OH-ONE & 1/2 STOREY,2016,10,"$130,000","$133,300"
430 MARTIN AVE W,14080904000,OH-ONE & 1/2 STOREY,2017,10,"$165,000","$166,200"
168 MCINTOSH AVE,14083640100,BL-BI-LEVEL,2016,2,"$210,000","$218,000"
186 MCINTOSH AVE,14083632000,O3-ONE & 3/4 STOREY,2016,8,"$170,000","$174,800"
190 MCINTOSH AVE,14083631000,OS-ONE STOREY,2017,10,"$130,000","$130,900"
240 MCINTOSH AVE,14083614000,BL-BI-LEVEL,2017,5,"$248,900","$252,600"
151 MCPHAIL ST,14090136000,TS-TWO STOREY,2017,7,"$272,000","$275,300"
155 MCPHAIL ST,14090138000,OS-ONE STOREY,2016,6,"$122,500","$126,400"
187 MIDWINTER AVE,14091554000,TH-TWO & 1/2 STOREY,2016,2,"$265,000","$275,100"
161 MIGHTON AVE,14091127000,OH-ONE & 1/2 STOREY,2017,8,"$127,000","$128,300"
199 MIGHTON AVE,14091139000,OS-ONE STOREY,2017,10,"$215,000","$216,500"
200 MIGHTON AVE,14091146000,OS-ONE STOREY,2017,7,"$169,900","$171,900"
214 MIGHTON AVE,14091144000,OS-ONE STOREY,2016,11,"$180,000","$184,300"
230 MUNROE AVE,2000601000,OH-ONE & 1/2 STOREY,2016,4,"$240,000","$248,400"
232 MUNROE AVE,2000602000,OH-ONE & 1/2 STOREY,2016,5,"$195,000","$201,400"
270 MUNROE AVE,2000618000,OS-ONE STOREY,2016,3,"$175,000","$181,300"
376 MUNROE AVE,2000719000,OH-ONE & 1/2 STOREY,2017,10,"$230,000","$231,600"
388 MUNROE AVE,2000722000,OH-ONE & 1/2 STOREY,2018,1,"$215,000","$215,600"
406 MUNROE AVE,2040664000,OS-ONE STOREY,2017,10,"$217,900","$219,400"
414 MUNROE AVE,2040666000,OS-ONE STOREY,2017,4,"$200,000","$203,200"
418 MUNROE AVE,2040667000,OS-ONE STOREY,2017,8,"$232,000","$234,300"
436 MUNROE AVE,2040671000,OS-ONE STOREY,2016,3,"$220,000","$227,900"
439 NAIRN AVE,14092936000,O3-ONE & 3/4 STOREY,2016,9,"$169,900","$174,500"
207 OTTAWA AVE,2000701000,OH-ONE & 1/2 STOREY,2017,8,"$210,000","$212,100"
237 OTTAWA AVE,2000693000,OS-ONE STOREY,2017,5,"$192,000","$194,900"
240 OTTAWA AVE,2000436000,TS-TWO STOREY,2016,10,"$150,000","$153,800"
248 OTTAWA AVE,2000440000,OS-ONE STOREY,2016,5,"$223,000","$230,400"
249 OTTAWA AVE,2000690000,OS-ONE STOREY,2016,5,"$160,000","$165,300"
268 OTTAWA AVE,2000445000,OS-ONE STOREY,2016,5,"$201,500","$208,100"
270 OTTAWA AVE,2000446000,OH-ONE & 1/2 STOREY,2017,10,"$168,000","$169,200"
276 OTTAWA AVE,2000448000,OS-ONE STOREY,2018,3,"$202,000","$202,000"
279 OTTAWA AVE,2000681000,OH-ONE & 1/2 STOREY,2017,1,"$125,000","$127,600"
281 OTTAWA AVE,2000680000,OS-ONE STOREY,2017,2,"$139,900","$142,600"
293 OTTAWA AVE,2000677000,OH-ONE & 1/2 STOREY,2016,8,"$252,000","$259,100"
339 OTTAWA AVE,2000785000,OS-ONE STOREY,2016,9,"$179,900","$184,800"
343 OTTAWA AVE,2000784000,OH-ONE & 1/2 STOREY,2017,1,"$162,000","$165,400"
346 OTTAWA AVE,2000520000,OH-ONE & 1/2 STOREY,2016,11,"$162,500","$166,400"
363 OTTAWA AVE,2000779000,OH-ONE & 1/2 STOREY,2016,10,"$206,000","$211,200"
377 OTTAWA AVE,2000776000,OH-ONE & 1/2 STOREY,2017,8,"$249,900","$252,400"
378 OTTAWA AVE,2000529000,OS-ONE STOREY,2018,1,"$150,000","$150,500"
388 OTTAWA AVE,2000532000,OH-ONE & 1/2 STOREY,2016,7,"$174,000","$179,200"
399 OTTAWA AVE,2000771000,BL-BI-LEVEL,2016,8,"$301,000","$309,400"
401 OTTAWA AVE,2040760000,BL-BI-LEVEL,2018,2,"$327,519.30","$328,200"
413 OTTAWA AVE,2040757000,OS-ONE STOREY,2017,6,"$114,000","$115,500"
423 OTTAWA AVE,2040752000,OS-ONE STOREY,2017,8,"$229,000","$231,300"
438 OTTAWA AVE,2040448000,OS-ONE STOREY,2017,5,"$225,000","$228,400"
450 OTTAWA AVE,2040450000,OS-ONE STOREY,2018,3,"$220,000","$220,000"
466 OTTAWA AVE,2040456000,OS-ONE STOREY,2016,11,"$115,000","$117,800"
472 OTTAWA AVE,2040458000,OH-ONE & 1/2 STOREY,2017,7,"$198,000","$200,400"
564 OTTAWA AVE,2040543000,OH-ONE & 1/2 STOREY,2017,1,"$132,500","$135,300"
183 POPLAR AVE,14082990000,OS-ONE STOREY,2016,8,"$145,000","$149,100"
189 POPLAR AVE,14082994000,OS-ONE STOREY,2017,9,"$209,900","$211,800"
220 POPLAR AVE,14083185100,OH-ONE & 1/2 STOREY,2017,11,"$235,000","$236,400"
259 POPLAR AVE,14083251000,OS-ONE STOREY,2016,8,"$160,000","$164,500"
280 POPLAR AVE,14083202000,OS-ONE STOREY,2016,7,"$195,000","$200,900"
281 POPLAR AVE,14083236000,OS-ONE STOREY,2018,2,"$169,900","$170,200"
297 POPLAR AVE,14083242000,OS-ONE STOREY,2017,10,"$204,000","$205,400"
305 POPLAR AVE,14083244000,BL-BI-LEVEL,2017,10,"$275,000","$276,900"
307 POPLAR AVE,14083245000,O3-ONE & 3/4 STOREY,2017,1,"$140,000","$142,900"
252 RIVERTON AVE,14091500000,TS-TWO STOREY,2017,12,"$160,000","$160,600"
254 RIVERTON AVE,14091502000,O3-ONE & 3/4 STOREY,2017,12,"$150,000","$150,600"
315 RIVERTON AVE,14091175200,TS-TWO STOREY,2017,5,"$320,000","$324,800"
323 RIVERTON AVE,14091173200,TS-TWO STOREY,2017,4,"$326,000","$331,200"
343 RIVERTON AVE,14091168100,TS-TWO STOREY,2017,2,"$299,000","$304,700"
358 RIVERTON AVE,14091615000,OH-ONE & 1/2 STOREY,2016,10,"$195,000","$199,900"
404 RIVERTON AVE,14091627000,OH-ONE & 1/2 STOREY,2016,6,"$220,000","$227,000"
406 RIVERTON AVE,14091628000,OH-ONE & 1/2 STOREY,2017,11,"$195,000","$196,200"
424 RIVERTON AVE,14091632000,O3-ONE & 3/4 STOREY,2017,3,"$199,900","$203,500"
433 RIVERTON AVE,14091210000,OH-ONE & 1/2 STOREY,2017,11,"$214,000","$215,300"
467 RIVERTON AVE,14091217000,OH-ONE & 1/2 STOREY,2016,6,"$214,000","$220,800"
468 RIVERTON AVE,14091642000,OS-ONE STOREY,2016,8,"$210,000","$215,900"
469 RIVERTON AVE,14091218000,TH-TWO & 1/2 STOREY,2016,5,"$180,000","$185,900"
474 RIVERTON AVE,14091645000,OH-ONE & 1/2 STOREY,2017,5,"$168,000","$170,500"
479 RIVERTON AVE,14091222000,O3-ONE & 3/4 STOREY,2017,3,"$265,000","$269,800"
480 RIVERTON AVE,14091647000,OS-ONE STOREY,2017,7,"$152,500","$154,300"
487 RIVERTON AVE,14100122305,TS-TWO STOREY,2016,7,"$198,000","$203,900"
491 RIVERTON AVE,14100122310,BL-BI-LEVEL,2016,3,"$320,000","$331,500"
503 RIVERTON AVE,14091232000,O3-ONE & 3/4 STOREY,2017,8,"$281,000","$283,800"
509 RIVERTON AVE,14091234000,OS-ONE STOREY,2016,4,"$160,000","$165,600"
519 RIVERTON AVE,14091239000,O3-ONE & 3/4 STOREY,2017,7,"$197,500","$199,900"
525 RIVERTON AVE,14091242000,OH-ONE & 1/2 STOREY,2016,2,"$140,000","$145,300"
133 STANIER ST,14090150000,OH-ONE & 1/2 STOREY,2016,10,"$130,000","$133,300"
162 TALBOT AVE,14091553000,OS-ONE STOREY,2017,6,"$170,000","$172,200"
218 TALBOT AVE,14100049000,OH-ONE & 1/2 STOREY,2016,9,"$150,000","$154,100"
263 TALBOT AVE,14091503000,TS-TWO STOREY,2016,4,"$306,500","$317,200"
421 TALBOT AVE,14091788000,OS-ONE STOREY,2016,11,"$149,900","$153,500"
427 TALBOT AVE,14091785000,O3-ONE & 3/4 STOREY,2017,7,"$173,000","$175,100"
431 TALBOT AVE,14091783000,OS-ONE STOREY,2017,5,"$245,000","$248,700"
372 THAMES AVE,14090394000,BL-BI-LEVEL,2017,8,"$212,000","$214,100"
384 THAMES AVE,14090398300,OS-ONE STOREY,2016,9,"$190,000","$195,100"
390 THAMES AVE,14090403000,OS-ONE STOREY,2017,8,"$142,000","$143,400"
452 THAMES AVE,14090426000,OS-ONE STOREY,2017,8,"$225,000","$227,300"
328 TWEED AVE,14090270000,OH-ONE & 1/2 STOREY,2016,4,"$76,000","$78,700"
328 TWEED AVE,14090270000,OH-ONE & 1/2 STOREY,2016,8,"$157,000","$161,400"
334 TWEED AVE,14090273000,O3-ONE & 3/4 STOREY,2016,6,"$150,000","$154,800"
367 TWEED AVE,14090392000,O3-ONE & 3/4 STOREY,2018,2,"$205,000","$205,400"
375 TWEED AVE,14090388000,O3-ONE & 3/4 STOREY,2016,5,"$171,000","$176,600"
384 TWEED AVE,14090293000,OS-ONE STOREY,2017,4,"$105,000","$106,700"
437 TWEED AVE,14090362000,OH-ONE & 1/2 STOREY,2018,2,"$157,000","$157,300"
438 TWEED AVE,14090315100,OS-ONE STOREY,2018,2,"$115,000","$115,200"
439 TWEED AVE,14090360000,OS-ONE STOREY,2018,3,"$77,000","$77,000"
440 TWEED AVE,14090316000,OH-ONE & 1/2 STOREY,2016,5,"$145,000","$149,800"
441 TWEED AVE,14090359100,OH-ONE & 1/2 STOREY,2017,1,"$190,000","$194,000"
450 TWEED AVE,14090321000,OS-ONE STOREY,2017,5,"$140,000","$142,100"
461 TWEED AVE,14090349000,OS-ONE STOREY,2016,4,"$150,000","$155,300"
462 TWEED AVE,14090325000,OH-ONE & 1/2 STOREY,2017,6,"$99,000","$100,300"
475 TWEED AVE,14090345000,OH-ONE & 1/2 STOREY,2016,9,"$195,000","$200,300"
484 TWEED AVE,14090334000,OS-ONE STOREY,2016,7,"$205,000","$211,200"
297 UNION AVE W,14080559000,O3-ONE & 3/4 STOREY,2016,10,"$160,000","$164,000"
314 UNION AVE W,14082032000,OH-ONE & 1/2 STOREY,2017,6,"$180,000","$182,300"
365 UNION AVE W,14080755000,OS-ONE STOREY,2016,12,"$145,800","$149,000"
374 UNION AVE W,14082078000,OS-ONE STOREY,2017,5,"$218,000","$221,300"
377 UNION AVE W,14080749000,OS-ONE STOREY,2017,4,"$174,000","$176,800"
