Property Address,Roll Number,Building Type,Sale Year,Sale Month,Sale Price,Time Adjust Sale Price
74 LUXTON AVE,14061123000,OH-ONE & 1/2 STOREY,2017,8,"$151,000","$152,500"
78A LUXTON AVE,14061122100,TS-TWO STOREY,2017,8,"$330,000","$333,300"
125 LUXTON AVE,14061385000,TH-TWO & 1/2 STOREY,2016,10,"$150,000","$153,800"
125 LUXTON AVE,14061385000,TH-TWO & 1/2 STOREY,2017,9,"$240,000","$242,200"
127 LUXTON AVE,14061386000,TS-TWO STOREY,2016,9,"$245,000","$251,400"
136 LUXTON AVE,14061346000,O3-ONE & 3/4 STOREY,2017,9,"$230,000","$232,100"
39 MATHESON AVE E,14071716000,OS-ONE STOREY,2017,1,"$196,900","$200,800"
52 MATHESON AVE E,14071764000,OS-ONE STOREY,2017,9,"$148,000","$149,300"
59 MATHESON AVE E,14071703000,TH-TWO & 1/2 STOREY,2017,1,"$212,000","$216,200"
87 MATHESON AVE E,14071695000,OH-ONE & 1/2 STOREY,2018,1,"$225,000","$225,700"
91 MATHESON AVE E,14071693000,O3-ONE & 3/4 STOREY,2016,11,"$219,000","$224,000"
99 MATHESON AVE E,14071688000,TH-TWO & 1/2 STOREY,2016,10,"$215,500","$220,900"
110 MATHESON AVE E,14071791000,TS-TWO STOREY,2016,7,"$335,000","$344,700"
114 MATHESON AVE E,14071793000,TS-TWO STOREY,2017,6,"$330,500","$334,800"
140 MATHESON AVE E,14071807000,OH-ONE & 1/2 STOREY,2016,9,"$265,000","$271,900"
150 MATHESON AVE E,14071813000,TS-TWO STOREY,2016,5,"$232,000","$239,400"
156 MATHESON AVE E,14071816000,TS-TWO STOREY,2017,9,"$253,000","$255,300"
160 MATHESON AVE E,14071818000,TS-TWO STOREY,2017,7,"$280,000","$283,400"
33 POLSON AVE,14061099000,OS-ONE STOREY,2017,8,"$150,000","$151,500"
39 POLSON AVE,14061102000,TS-TWO STOREY,2016,11,"$180,000","$184,100"
44 POLSON AVE,14061067000,TS-TWO STOREY,2016,4,"$275,000","$284,400"
86 POLSON AVE,14061052000,O3-ONE & 3/4 STOREY,2016,5,"$236,000","$243,600"
110 POLSON AVE,14061261000,O3-ONE & 3/4 STOREY,2017,10,"$187,000","$188,300"
126 POLSON AVE,14061254000,O3-ONE & 3/4 STOREY,2017,2,"$187,500","$191,100"
130 POLSON AVE,14061252000,O3-ONE & 3/4 STOREY,2016,1,"$237,000","$246,000"
139 POLSON AVE,14061301000,TH-TWO & 1/2 STOREY,2017,1,"$226,000","$230,500"
145 POLSON AVE,14061304000,O3-ONE & 3/4 STOREY,2016,12,"$232,000","$237,100"
175 POLSON AVE,14061317000,OH-ONE & 1/2 STOREY,2018,1,"$167,000","$167,500"
177 POLSON AVE,14061318000,OS-ONE STOREY,2017,5,"$180,000","$182,700"
4 SCOTIA ST,14052613000,TH-TWO & 1/2 STOREY,2016,8,"$253,000","$260,100"
51 SCOTIA ST,14060000000,TH-TWO & 1/2 STOREY,2017,6,"$415,000","$420,400"
89 SCOTIA ST,14061145100,TH-TWO & 1/2 STOREY,2017,9,"$475,000","$479,300"
134 SCOTIA ST,14070317000,TH-TWO & 1/2 STOREY,2017,11,"$360,000","$362,200"
243 BELMONT AVE,11051797300,TS-TWO STOREY,2017,8,"$269,900","$272,600"
245 BELMONT AVE,11051797200,BL-BI-LEVEL,2017,6,"$269,900","$273,400"
248 BELMONT AVE,11020633000,O3-ONE & 3/4 STOREY,2016,7,"$188,000","$193,500"
253 BELMONT AVE,11020610000,TS-TWO STOREY,2016,6,"$272,000","$280,400"
260 BELMONT AVE,11020739000,OS-ONE STOREY,2016,2,"$155,000","$160,700"
271 BELMONT AVE,11020715000,OS-ONE STOREY,2017,9,"$193,500","$195,200"
273 BELMONT AVE,11020714000,OS-ONE STOREY,2016,7,"$215,000","$221,200"
277 BELMONT AVE,11020713000,OS-ONE STOREY,2016,8,"$153,000","$157,300"
295 BELMONT AVE,11020708000,OS-ONE STOREY,2017,6,"$175,000","$177,300"
317 BELMONT AVE,11020805000,OS-ONE STOREY,2017,7,"$276,000","$279,300"
326 BELMONT AVE,11020822000,OS-ONE STOREY,2017,6,"$135,000","$136,800"
345 BELMONT AVE,11020798000,OS-ONE STOREY,2017,5,"$244,900","$248,600"
355 BELMONT AVE,11020795000,OS-ONE STOREY,2017,11,"$113,000","$113,700"
361 BELMONT AVE,11020793000,OS-ONE STOREY,2016,11,"$210,000","$214,800"
421 BELMONT AVE,11020941000,OS-ONE STOREY,2016,6,"$270,000","$278,400"
428 BELMONT AVE,11020918000,OS-ONE STOREY,2016,6,"$265,000","$273,200"
432 BELMONT AVE,11020917000,OS-ONE STOREY,2016,9,"$260,000","$266,800"
442 BELMONT AVE,11020975000,OS-ONE STOREY,2016,11,"$187,000","$191,300"
479 BELMONT AVE,11020999000,OS-ONE STOREY,2016,11,"$228,000","$233,200"
232 BURRIN AVE,11021278000,O3-ONE & 3/4 STOREY,2016,11,"$209,900","$214,700"
232 BURRIN AVE,11021278000,O3-ONE & 3/4 STOREY,2017,11,"$209,900","$211,200"
237 BURRIN AVE,11021258000,OH-ONE & 1/2 STOREY,2017,7,"$157,500","$159,400"
333 BURRIN AVE,11021321000,OS-ONE STOREY,2017,3,"$281,000","$285,800"
354 BURRIN AVE,11021339000,OS-ONE STOREY,2017,12,"$235,000","$235,900"
365 BURRIN AVE,11021352000,OS-ONE STOREY,2017,3,"$275,000","$279,700"
392 BURRIN AVE,11021362000,OS-ONE STOREY,2016,8,"$290,000","$298,100"
400 BURRIN AVE,11021364000,OS-ONE STOREY,2018,1,"$275,000","$275,800"
404 BURRIN AVE,11021365000,OS-ONE STOREY,2017,5,"$225,000","$228,400"
414 BURRIN AVE,11021380000,OS-ONE STOREY,2017,9,"$300,000","$302,700"
433 BURRIN AVE,11021373000,OS-ONE STOREY,2017,12,"$248,900","$249,900"
500 BURRIN AVE,11021413000,OS-ONE STOREY,2016,6,"$265,000","$273,200"
258 ENNISKILLEN AVE,11010266000,TS-TWO STOREY,2016,9,"$231,500","$237,500"
270 ENNISKILLEN AVE,11010263000,TS-TWO STOREY,2017,12,"$275,000","$276,100"
273 ENNISKILLEN AVE,11010805000,OS-ONE STOREY,2017,7,"$310,000","$313,700"
312 ENNISKILLEN AVE,11010330000,TS-TWO STOREY,2017,11,"$276,000","$277,700"
329 ENNISKILLEN AVE,11010832000,OS-ONE STOREY,2016,6,"$170,000","$175,300"
347 ENNISKILLEN AVE,11010841000,OH-ONE & 1/2 STOREY,2016,2,"$227,000","$235,400"
363 ENNISKILLEN AVE,11010904000,OS-ONE STOREY,2017,1,"$227,000","$231,500"
366 ENNISKILLEN AVE,11010414000,OS-ONE STOREY,2017,9,"$215,000","$216,900"
373 ENNISKILLEN AVE,11010909000,OS-ONE STOREY,2016,8,"$267,000","$274,500"
377 ENNISKILLEN AVE,11010911000,OS-ONE STOREY,2016,5,"$215,000","$221,900"
384 ENNISKILLEN AVE,11010405000,OS-ONE STOREY,2016,7,"$226,250","$232,800"
409 ENNISKILLEN AVE,11010917000,OH-ONE & 1/2 STOREY,2016,6,"$255,000","$262,900"
420 ENNISKILLEN AVE,11010398000,OS-ONE STOREY,2016,5,"$267,000","$275,500"
440 ENNISKILLEN AVE,11010393000,OH-ONE & 1/2 STOREY,2016,8,"$250,000","$257,000"
444 ENNISKILLEN AVE,11010392000,TS-TWO STOREY,2016,6,"$270,000","$278,400"
478 ENNISKILLEN AVE,11010630000,OS-ONE STOREY,2016,5,"$227,000","$234,300"
481 ENNISKILLEN AVE,11011021000,OS-ONE STOREY,2017,7,"$267,000","$270,200"
493 ENNISKILLEN AVE,11011024000,OH-ONE & 1/2 STOREY,2017,10,"$237,500","$239,200"
500 ENNISKILLEN AVE,11010624000,OS-ONE STOREY,2016,9,"$218,000","$223,700"
530 ENNISKILLEN AVE,11010616000,OS-ONE STOREY,2016,10,"$239,900","$245,900"
538 ENNISKILLEN AVE,11010614000,TS-TWO STOREY,2016,8,"$265,142","$272,600"
562 ENNISKILLEN AVE,11010608000,OS-ONE STOREY,2017,4,"$274,500","$278,900"
567 ENNISKILLEN AVE,11011044000,OS-ONE STOREY,2017,2,"$168,000","$171,200"
569 ENNISKILLEN AVE,11011045000,OS-ONE STOREY,2017,1,"$225,000","$229,500"
220 FORREST AVE,11030038000,TS-TWO STOREY,2017,2,"$253,000","$257,800"
229 FORREST AVE,11051797915,TS-TWO STOREY,2016,3,"$280,000","$289,800"
230 FORREST AVE,11030043000,OS-ONE STOREY,2017,8,"$187,000","$188,900"
231 FORREST AVE,11051797920,OS-ONE STOREY,2017,2,"$130,000","$132,500"
240 FORREST AVE,11030047000,OS-ONE STOREY,2017,5,"$170,000","$172,600"
241 FORREST AVE,11030090500,OS-ONE STOREY,2017,8,"$185,000","$186,900"
242 FORREST AVE,11030048000,OS-ONE STOREY,2016,11,"$190,000","$194,400"
288 FORREST AVE,11030142000,OS-ONE STOREY,2016,9,"$125,000","$128,300"
426 FORREST AVE,11030311000,OS-ONE STOREY,2017,8,"$310,000","$313,100"
237 HARTFORD AVE,11020651500,OS-ONE STOREY,2017,5,"$190,000","$192,900"
243 HARTFORD AVE,11020649000,OH-ONE & 1/2 STOREY,2018,1,"$275,000","$275,800"
250 HARTFORD AVE,11051798090,BL-BI-LEVEL,2016,10,"$262,000","$268,600"
252 HARTFORD AVE,11051798085,BL-BI-LEVEL,2016,11,"$267,000","$273,100"
273 HARTFORD AVE,11020750000,OS-ONE STOREY,2018,3,"$229,000","$229,000"
274 HARTFORD AVE,11020428000,OS-ONE STOREY,2016,11,"$193,000","$197,400"
285 HARTFORD AVE,11020746000,OS-ONE STOREY,2016,2,"$227,500","$235,900"
291 HARTFORD AVE,11020744000,TS-TWO STOREY,2016,6,"$299,900","$309,200"
339 HARTFORD AVE,11020834000,OS-ONE STOREY,2016,5,"$160,000","$165,100"
347 HARTFORD AVE,11020832000,OS-ONE STOREY,2016,11,"$255,000","$260,900"
353 HARTFORD AVE,11020829000,OS-ONE STOREY,2016,10,"$195,000","$199,900"
360 HARTFORD AVE,11020492000,TS-TWO STOREY,2017,10,"$380,000","$382,700"
448 HARTFORD AVE,11020509000,OS-ONE STOREY,2017,6,"$219,000","$221,800"
469 HARTFORD AVE,11020968000,O3-ONE & 3/4 STOREY,2016,10,"$245,000","$251,100"
475 HARTFORD AVE,11020970000,OS-ONE STOREY,2017,11,"$165,000","$166,000"
486 HARTFORD AVE,11020538000,OS-ONE STOREY,2016,9,"$207,000","$212,400"
486 HARTFORD AVE,11020538000,OS-ONE STOREY,2017,5,"$275,500","$279,600"
503 HARTFORD AVE,11021048000,OS-ONE STOREY,2016,8,"$275,000","$282,700"
514 HARTFORD AVE,11020531000,OS-ONE STOREY,2016,10,"$289,000","$296,200"
526 HARTFORD AVE,11020566000,OS-ONE STOREY,2017,7,"$252,900","$255,900"
243 JEFFERSON AVE,11020189000,OS-ONE STOREY,2017,8,"$215,000","$217,200"
258 JEFFERSON AVE,11010777000,OS-ONE STOREY,2017,7,"$230,000","$232,800"
275 JEFFERSON AVE,11020151000,OS-ONE STOREY,2016,5,"$153,000","$157,900"
275 JEFFERSON AVE,11020151000,OS-ONE STOREY,2017,9,"$185,000","$186,700"
279 JEFFERSON AVE,11020152000,OS-ONE STOREY,2016,7,"$145,000","$149,200"
289 JEFFERSON AVE,11020155000,OS-ONE STOREY,2017,6,"$259,900","$263,300"
290 JEFFERSON AVE,11010769000,OS-ONE STOREY,2016,7,"$279,000","$287,100"
314 JEFFERSON AVE,11010853000,OS-ONE STOREY,2016,7,"$205,000","$210,900"
314 JEFFERSON AVE,11010853000,OS-ONE STOREY,2017,6,"$255,000","$258,300"
325 JEFFERSON AVE,11020119000,OS-ONE STOREY,2017,4,"$199,900","$203,100"
353 JEFFERSON AVE,11020127000,OS-ONE STOREY,2017,6,"$130,000","$131,700"
382 JEFFERSON AVE,11010952000,OS-ONE STOREY,2016,5,"$175,000","$180,600"
417 JEFFERSON AVE,11020029000,OS-ONE STOREY,2017,10,"$216,000","$217,500"
424 JEFFERSON AVE,11010941000,OS-ONE STOREY,2016,7,"$179,900","$185,100"
432 JEFFERSON AVE,11010939000,OS-ONE STOREY,2017,10,"$242,000","$243,700"
449 JEFFERSON AVE,11020037000,OH-ONE & 1/2 STOREY,2016,8,"$270,000","$277,600"
487 JEFFERSON AVE,11020019000,BL-BI-LEVEL,2016,10,"$341,200","$349,700"
487 JEFFERSON AVE,11020019000,BL-BI-LEVEL,2017,9,"$365,000","$368,300"
488 JEFFERSON AVE,11011079000,OS-ONE STOREY,2017,5,"$225,000","$228,400"
492 JEFFERSON AVE,11011078000,OH-ONE & 1/2 STOREY,2016,10,"$240,000","$246,000"
499 JEFFERSON AVE,11020022000,OH-ONE & 1/2 STOREY,2018,2,"$261,000","$261,300"
506 JEFFERSON AVE,11011074000,OS-ONE STOREY,2016,11,"$160,000","$163,700"
550 JEFFERSON AVE,11011061100,OH-ONE & 1/2 STOREY,2016,1,"$280,000","$290,600"
561 JEFFERSON AVE,11020011000,OS-ONE STOREY,2018,2,"$245,000","$245,200"
564 JEFFERSON AVE,11011057000,OS-ONE STOREY,2017,11,"$240,000","$241,400"
565 JEFFERSON AVE,11020012000,OS-ONE STOREY,2018,2,"$235,000","$235,200"
226 KILBRIDE AVE,11020605000,OH-ONE & 1/2 STOREY,2016,6,"$190,000","$195,900"
227 KILBRIDE AVE,11020586000,OS-ONE STOREY,2017,6,"$157,000","$159,000"
232 KILBRIDE AVE,11020603000,OS-ONE STOREY,2016,8,"$218,000","$224,100"
238 KILBRIDE AVE,11020601000,O3-ONE & 3/4 STOREY,2016,5,"$149,900","$154,700"
245 KILBRIDE AVE,11020580000,OS-ONE STOREY,2017,11,"$180,000","$181,100"
245 KILBRIDE AVE,11020580000,OS-ONE STOREY,2017,12,"$210,000","$210,800"
249 KILBRIDE AVE,11020578000,OH-ONE & 1/2 STOREY,2018,3,"$180,000","$180,000"
266 KILBRIDE AVE,11020698000,OS-ONE STOREY,2016,8,"$200,000","$205,600"
273 KILBRIDE AVE,11020677000,OS-ONE STOREY,2016,6,"$127,000","$130,900"
281 KILBRIDE AVE,11020673000,OS-ONE STOREY,2017,10,"$230,000","$231,600"
309 KILBRIDE AVE,11020666000,OS-ONE STOREY,2017,1,"$155,000","$158,100"
315 KILBRIDE AVE,11020773000,OS-ONE STOREY,2017,7,"$145,000","$146,700"
324 KILBRIDE AVE,11020788000,OH-ONE & 1/2 STOREY,2017,12,"$193,000","$193,800"
346 KILBRIDE AVE,11020782000,OS-ONE STOREY,2016,1,"$217,500","$225,800"
349 KILBRIDE AVE,11020762000,OS-ONE STOREY,2017,5,"$246,000","$249,700"
357 KILBRIDE AVE,11020759000,OS-ONE STOREY,2017,4,"$144,000","$146,300"
368 KILBRIDE AVE,11020871000,OS-ONE STOREY,2016,6,"$130,000","$134,000"
378 KILBRIDE AVE,11020867000,FL-4 LEVEL SPLIT,2017,5,"$220,155.20","$223,500"
399 KILBRIDE AVE,11020846000,OS-ONE STOREY,2016,4,"$159,900","$165,300"
470 KILBRIDE AVE,11020988000,OS-ONE STOREY,2016,7,"$220,000","$226,400"
377 KINGSBURY AVE,11030259000,TS-TWO STOREY,2016,6,"$275,000","$283,500"
381 KINGSBURY AVE,11030260000,OH-ONE & 1/2 STOREY,2016,12,"$228,000","$233,000"
288 LEILA AVE,11030542000,OS-ONE STOREY,2016,9,"$117,500","$120,600"
288 LEILA AVE,11030542000,OS-ONE STOREY,2017,9,"$165,000","$166,500"
290 LEILA AVE,11030543000,BL-BI-LEVEL,2017,7,"$269,000","$272,200"
303 MATHESON AVE,14072105000,TS-TWO STOREY,2017,7,"$272,500","$275,800"
306 MATHESON AVE,14072109000,OS-ONE STOREY,2016,1,"$253,500","$263,100"
311 MATHESON AVE,14072102100,TS-TWO STOREY,2016,10,"$368,000","$377,200"
315 MATHESON AVE,14072101100,TS-TWO STOREY,2017,8,"$335,000","$338,400"
366 MATHESON AVE,14072162000,OH-ONE & 1/2 STOREY,2016,2,"$280,000","$290,400"
456 MATHESON AVE,14100128050,TS-TWO STOREY,2017,3,"$289,049.40","$294,000"
458 MATHESON AVE,14100128055,TS-TWO STOREY,2017,3,"$283,914.73","$288,700"
471 MATHESON AVE,14072286000,O3-ONE & 3/4 STOREY,2017,12,"$231,000","$231,900"
481 MATHESON AVE,14072283000,O3-ONE & 3/4 STOREY,2016,1,"$200,000","$207,600"
485 MATHESON AVE,14072280500,OH-ONE & 1/2 STOREY,2016,2,"$170,000","$176,300"
488 MATHESON AVE,14072314000,OS-ONE STOREY,2016,12,"$184,500","$188,600"
488 MATHESON AVE,14072314000,OS-ONE STOREY,2017,6,"$252,500","$255,800"
496 MATHESON AVE,14072318000,OS-ONE STOREY,2017,10,"$199,900","$201,300"
504 MATHESON AVE,14072337000,OS-ONE STOREY,2016,4,"$231,000","$238,900"
505 MATHESON AVE,14072331000,OS-ONE STOREY,2017,10,"$207,000","$208,400"
510 MATHESON AVE,14072335000,OS-ONE STOREY,2016,7,"$215,000","$221,200"
536 MATHESON AVE,11010024000,OH-ONE & 1/2 STOREY,2016,2,"$207,500","$215,200"
555 MATHESON AVE,11010089000,OH-ONE & 1/2 STOREY,2016,1,"$157,500","$163,500"
562 MATHESON AVE,11010137000,OH-ONE & 1/2 STOREY,2018,2,"$279,900","$280,200"
564 MATHESON AVE,11010136000,OH-ONE & 1/2 STOREY,2016,1,"$275,000","$285,500"
573 MATHESON AVE,11010097000,OS-ONE STOREY,2017,1,"$160,000","$163,200"
615 MATHESON AVE,11010112000,OS-ONE STOREY,2016,5,"$163,000","$168,200"
620 MATHESON AVE,11010117000,OH-ONE & 1/2 STOREY,2016,3,"$163,000","$168,700"
620 MATHESON AVE,11010117000,OH-ONE & 1/2 STOREY,2017,1,"$252,500","$257,600"
631 MATHESON AVE,11010177000,OS-ONE STOREY,2017,5,"$250,000","$253,800"
680 MATHESON AVE,11010192000,TS-TWO STOREY,2016,2,"$317,000","$328,700"
232 MCADAM AVE,14072020100,OS-ONE STOREY,2016,11,"$260,000","$266,000"
255 MCADAM AVE,14071980000,OS-ONE STOREY,2017,7,"$112,000","$113,300"
266 MCADAM AVE,14072006100,OS-ONE STOREY,2017,11,"$285,000","$286,700"
290 MCADAM AVE,14072065000,TS-TWO STOREY,2017,10,"$292,000","$294,000"
291 MCADAM AVE,14072054000,TS-TWO STOREY,2017,5,"$291,000","$295,400"
305 MCADAM AVE,14072095000,OS-ONE STOREY,2016,6,"$245,000","$252,600"
411 MCADAM AVE,14072187000,OS-ONE STOREY,2017,6,"$247,000","$250,200"
442 MCADAM AVE,14072191000,OS-ONE STOREY,2016,9,"$205,000","$210,300"
448 MCADAM AVE,14072256000,OS-ONE STOREY,2017,7,"$215,000","$217,600"
451 MCADAM AVE,14072255000,OS-ONE STOREY,2017,10,"$210,000","$211,500"
466 MCADAM AVE,14072262000,OS-ONE STOREY,2017,5,"$195,000","$197,900"
520 MCADAM AVE,11010010000,OH-ONE & 1/2 STOREY,2016,11,"$175,000","$179,000"
532 MCADAM AVE,11010006000,OH-ONE & 1/2 STOREY,2016,7,"$185,000","$190,400"
533 MCADAM AVE,11010000000,OS-ONE STOREY,2017,3,"$225,000","$228,800"
551 MCADAM AVE,11010051000,BL-BI-LEVEL,2017,3,"$257,500","$261,900"
558 MCADAM AVE,11010079000,OH-ONE & 1/2 STOREY,2016,11,"$254,000","$259,800"
566 MCADAM AVE,11010076000,OH-ONE & 1/2 STOREY,2016,6,"$243,000","$250,500"
582 MCADAM AVE,11010069000,OS-ONE STOREY,2016,8,"$174,000","$178,900"
595 MCADAM AVE,11010039000,OH-ONE & 1/2 STOREY,2016,6,"$165,000","$170,100"
595 MCADAM AVE,11010039000,OH-ONE & 1/2 STOREY,2017,3,"$229,900","$233,800"
607 MCADAM AVE,11010036000,OS-ONE STOREY,2016,7,"$140,000","$144,100"
613 MCADAM AVE,11010034000,OS-ONE STOREY,2016,8,"$230,000","$236,400"
617 MCADAM AVE,11010032000,OH-ONE & 1/2 STOREY,2017,10,"$230,000","$231,600"
639 MCADAM AVE,11010151000,OH-ONE & 1/2 STOREY,2016,4,"$219,000","$226,400"
651 MCADAM AVE,11010148000,OH-ONE & 1/2 STOREY,2017,10,"$295,000","$297,100"
658 MCADAM AVE,11010159000,OS-ONE STOREY,2016,5,"$289,900","$299,200"
239 PERTH AVE,11020421000,OS-ONE STOREY,2017,7,"$208,000","$210,500"
327 PERTH AVE,11020472000,O3-ONE & 3/4 STOREY,2016,7,"$152,500","$156,900"
327 PERTH AVE,11020472000,O3-ONE & 3/4 STOREY,2017,4,"$260,000","$264,200"
343 PERTH AVE,11020476000,OS-ONE STOREY,2016,6,"$230,000","$237,100"
452 PERTH AVE,11020348000,OH-ONE & 1/2 STOREY,2016,6,"$247,000","$254,700"
491 PERTH AVE,11020549000,OS-ONE STOREY,2018,1,"$285,000","$285,900"
497 PERTH AVE,11020550000,OS-ONE STOREY,2017,7,"$310,000","$313,700"
510 PERTH AVE,11020325000,OS-ONE STOREY,2017,9,"$309,900","$312,700"
526 PERTH AVE,11020292000,OS-ONE STOREY,2017,5,"$229,900","$233,300"
530 PERTH AVE,11020293000,OS-ONE STOREY,2016,9,"$319,900","$328,200"
558 PERTH AVE,11020300000,OS-ONE STOREY,2017,9,"$310,000","$312,800"
14 ROYAL CRES,11030356000,OS-ONE STOREY,2016,2,"$254,000","$263,400"
18 ROYAL CRES,11030351000,OS-ONE STOREY,2016,5,"$277,500","$286,400"
